store_id,model_id,allocated_units,week_start_date,strategy,flow_stockout,flow_weeks_of_cover,flow_dead_stock,flow_realized_cogs,flow_inventory_value,flow_markdown_loss,actual_next_week_units,actual_horizon_units,stockout,weeks_of_cover,dead_stock,markdown_loss,realized_cogs,inventory_value,predicted_gross_profit,realized_gross_profit
BEL-02,B04,0,2026-06-08,real_engine,1,0.0,0,0,104556568,0.0,1,1,1,0.0,0,0.0,0,104556568,0.0,0.0
MAN-02,B04,0,2026-06-08,real_engine,1,0.0,0,0,104556568,0.0,1,3,1,0.0,0,0.0,0,104556568,0.0,0.0
TUM-01,M05,0,2026-06-08,real_engine,0,0.0,0,0,104556568,0.0,0,0,0,0.0,0,0.0,0,104556568,0.0,0.0
BLR-06,F09,1,2026-06-08,real_engine,0,10.0,1,0,104653935,24341.75,0,0,0,10.0,1,24341.75,0,104653935,22631.8114,0.0
MAN-02,F09,1,2026-06-08,real_engine,0,10.0,1,0,104751302,24341.75,0,0,0,10.0,1,24341.75,0,104751302,22631.8114,0.0
BLR-05,F12,1,2026-06-08,real_engine,0,10.0,1,0,104849598,24574.0,0,0,0,10.0,1,24574.0,0,104849598,26603.7,0.0
TUM-02,B02,0,2026-06-08,real_engine,0,0.0,0,0,104849598,0.0,0,0,0,0.0,0,0.0,0,104849598,0.0,0.0
DAV-01,B09,0,2026-06-08,real_engine,0,0.0,0,0,104849598,0.0,0,0,0,0.0,0,0.0,0,104849598,0.0,0.0
HOS-01,B06,0,2026-06-08,real_engine,0,0.0,0,0,104849598,0.0,0,0,0,0.0,0,0.0,0,104849598,0.0,0.0
BLR-05,F14,1,2026-06-08,real_engine,0,10.0,1,0,104907480,14470.5,0,2,0,10.0,1,14470.5,0,104907480,12116.8269,0.0
BEL-01,F14,1,2026-06-08,real_engine,0,10.0,1,0,104965362,14470.5,0,0,0,10.0,1,14470.5,0,104965362,12116.8269,0.0
TUM-02,B01,0,2026-06-08,real_engine,0,0.0,0,0,104965362,0.0,0,1,0,0.0,0,0.0,0,104965362,0.0,0.0
MAN-02,B01,0,2026-06-08,real_engine,1,0.0,0,0,104965362,0.0,1,1,1,0.0,0,0.0,0,104965362,0.0,0.0
KAL-01,B01,0,2026-06-08,real_engine,0,0.0,0,0,104965362,0.0,0,2,0,0.0,0,0.0,0,104965362,0.0,0.0
DAV-01,B05,0,2026-06-08,real_engine,0,0.0,0,0,104965362,0.0,0,1,0,0.0,0,0.0,0,104965362,0.0,0.0
DAV-02,B05,0,2026-06-08,real_engine,0,0.0,0,0,104965362,0.0,0,0,0,0.0,0,0.0,0,104965362,0.0,0.0
UDU-01,M06,0,2026-06-08,real_engine,0,0.0,0,0,104965362,0.0,0,0,0,0.0,0,0.0,0,104965362,0.0,0.0
MYS-01,M08,0,2026-06-08,real_engine,0,0.0,0,0,104965362,0.0,0,1,0,0.0,0,0.0,0,104965362,0.0,0.0
BLR-02,B08,0,2026-06-08,real_engine,0,0.0,0,0,104965362,0.0,0,2,0,0.0,0,0.0,0,104965362,0.0,0.0
DAV-02,B08,0,2026-06-08,real_engine,1,0.0,0,0,104965362,0.0,1,1,1,0.0,0,0.0,0,104965362,0.0,0.0
BLR-04,F02,0,2026-06-08,real_engine,0,0.0,0,0,104965362,0.0,0,1,0,0.0,0,0.0,0,104965362,0.0,0.0
HUB-02,F02,0,2026-06-08,real_engine,0,0.0,0,0,104965362,0.0,0,0,0,0.0,0,0.0,0,104965362,0.0,0.0
BLR-08,B04,0,2026-06-08,real_engine,1,0.0,0,0,104965362,0.0,1,2,1,0.0,0,0.0,0,104965362,0.0,0.0
TUM-02,B04,0,2026-06-08,real_engine,0,0.0,0,0,104965362,0.0,0,1,0,0.0,0,0.0,0,104965362,0.0,0.0
DAV-01,B04,0,2026-06-08,real_engine,1,0.0,0,0,104965362,0.0,1,2,1,0.0,0,0.0,0,104965362,0.0,0.0
BEL-01,B04,0,2026-06-08,real_engine,1,0.0,0,0,104965362,0.0,1,3,1,0.0,0,0.0,0,104965362,0.0,0.0
HOS-01,B04,0,2026-06-08,real_engine,0,0.0,0,0,104965362,0.0,0,0,0,0.0,0,0.0,0,104965362,0.0,0.0
BLR-02,B03,0,2026-06-08,real_engine,0,0.0,0,0,104965362,0.0,0,0,0,0.0,0,0.0,0,104965362,0.0,0.0
MYS-01,B03,0,2026-06-08,real_engine,0,0.0,0,0,104965362,0.0,0,1,0,0.0,0,0.0,0,104965362,0.0,0.0
SHI-01,B03,0,2026-06-08,real_engine,0,0.0,0,0,104965362,0.0,0,0,0,0.0,0,0.0,0,104965362,0.0,0.0
HOS-01,B03,0,2026-06-08,real_engine,0,0.0,0,0,104965362,0.0,0,0,0,0.0,0,0.0,0,104965362,0.0,0.0
BLR-04,F07,0,2026-06-08,real_engine,0,0.0,0,0,104965362,0.0,0,0,0,0.0,0,0.0,0,104965362,0.0,0.0
KAL-01,B02,0,2026-06-08,real_engine,0,0.0,0,0,104965362,0.0,0,0,0,0.0,0,0.0,0,104965362,0.0,0.0
MAN-01,B07,0,2026-06-08,real_engine,0,0.0,0,0,104965362,0.0,0,2,0,0.0,0,0.0,0,104965362,0.0,0.0
MAN-02,B07,0,2026-06-08,real_engine,1,0.0,0,0,104965362,0.0,2,5,1,0.0,0,0.0,0,104965362,0.0,0.0
BLR-01,B09,0,2026-06-08,real_engine,0,0.0,0,0,104965362,0.0,0,0,0,0.0,0,0.0,0,104965362,0.0,0.0
BLR-03,M01,0,2026-06-08,real_engine,0,0.0,0,0,104965362,0.0,0,0,0,0.0,0,0.0,0,104965362,0.0,0.0
MAN-02,M01,0,2026-06-08,real_engine,0,0.0,0,0,104965362,0.0,0,0,0,0.0,0,0.0,0,104965362,0.0,0.0
SHI-01,F13,1,2026-06-08,real_engine,0,10.0,1,0,105025761,15099.75,0,1,0,10.0,1,15099.75,0,105025761,12599.6274,0.0
KOL-01,F13,1,2026-06-08,real_engine,0,10.0,1,0,105086160,15099.75,0,0,0,10.0,1,15099.75,0,105086160,12599.6274,0.0
BLR-03,M05,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
MYS-02,M05,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
TUM-01,B01,0,2026-06-08,real_engine,1,0.0,0,0,105086160,0.0,1,1,1,0.0,0,0.0,0,105086160,0.0,0.0
BLR-06,B05,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,1,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-04,M04,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-06,M04,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,2,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-01,B08,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-03,B06,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-04,B06,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
MYS-01,B06,0,2026-06-08,real_engine,1,0.0,0,0,105086160,0.0,2,4,1,0.0,0,0.0,0,105086160,0.0,0.0
KAL-01,B06,0,2026-06-08,real_engine,1,0.0,0,0,105086160,0.0,1,3,1,0.0,0,0.0,0,105086160,0.0,0.0
BLR-05,B02,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
HUB-02,B02,0,2026-06-08,real_engine,1,0.0,0,0,105086160,0.0,1,2,1,0.0,0,0.0,0,105086160,0.0,0.0
MAN-02,B02,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
KOL-01,B02,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,1,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-04,B03,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-07,B03,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-08,B07,0,2026-06-08,real_engine,1,0.0,0,0,105086160,0.0,1,1,1,0.0,0,0.0,0,105086160,0.0,0.0
MYS-02,B07,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,2,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-01,M03,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-06,M03,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
TUM-02,M03,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
BEL-01,M03,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-02,M02,0,2026-06-08,real_engine,1,0.0,0,0,105086160,0.0,1,1,1,0.0,0,0.0,0,105086160,0.0,0.0
MYS-01,M02,0,2026-06-08,real_engine,1,0.0,0,0,105086160,0.0,1,1,1,0.0,0,0.0,0,105086160,0.0,0.0
BLR-06,M06,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,1,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-08,M06,0,2026-06-08,real_engine,1,0.0,0,0,105086160,0.0,1,4,1,0.0,0,0.0,0,105086160,0.0,0.0
DAV-02,M06,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,1,0,0.0,0,0.0,0,105086160,0.0,0.0
MAN-02,M06,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,1,0,0.0,0,0.0,0,105086160,0.0,0.0
DAV-02,M08,0,2026-06-08,real_engine,1,0.0,0,0,105086160,0.0,1,2,1,0.0,0,0.0,0,105086160,0.0,0.0
BLR-08,F08,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-08,B06,0,2026-06-08,real_engine,1,0.0,0,0,105086160,0.0,1,1,1,0.0,0,0.0,0,105086160,0.0,0.0
MAN-02,B06,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-05,F03,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
UDU-01,F03,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-07,M07,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,1,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-04,B05,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
HOS-01,B05,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-01,B07,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,1,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-03,B07,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,1,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-06,B07,0,2026-06-08,real_engine,1,0.0,0,0,105086160,0.0,1,2,1,0.0,0,0.0,0,105086160,0.0,0.0
DAV-02,B07,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,1,0,0.0,0,0.0,0,105086160,0.0,0.0
KOL-01,B07,0,2026-06-08,real_engine,1,0.0,0,0,105086160,0.0,2,4,1,0.0,0,0.0,0,105086160,0.0,0.0
BLR-03,B08,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-04,B08,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,1,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-02,M01,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,2,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-08,M01,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
HUB-02,M01,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
BEL-02,M01,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,1,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-02,F06,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
HUB-02,F06,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
SHI-01,B04,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-01,B03,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,1,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-03,B03,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
TUM-02,M05,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-02,B06,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
MYS-01,F07,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
SHI-01,F07,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
MYS-02,B02,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
HOS-01,B02,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,3,0,0.0,0,0.0,0,105086160,0.0,0.0
UDU-01,B02,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-02,B07,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,1,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-04,B07,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
BEL-02,B07,0,2026-06-08,real_engine,1,0.0,0,0,105086160,0.0,1,2,1,0.0,0,0.0,0,105086160,0.0,0.0
BLR-03,B01,0,2026-06-08,real_engine,1,0.0,0,0,105086160,0.0,2,3,1,0.0,0,0.0,0,105086160,0.0,0.0
DAV-01,B01,0,2026-06-08,real_engine,1,0.0,0,0,105086160,0.0,1,2,1,0.0,0,0.0,0,105086160,0.0,0.0
UDU-01,B01,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
MAN-02,B05,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,1,0,0.0,0,0.0,0,105086160,0.0,0.0
TUM-02,M04,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
UDU-01,M04,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-01,B04,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
TUM-01,B03,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
BEL-02,B03,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
KAL-01,M02,0,2026-06-08,real_engine,1,0.0,0,0,105086160,0.0,1,1,1,0.0,0,0.0,0,105086160,0.0,0.0
BLR-05,M06,0,2026-06-08,real_engine,1,0.0,0,0,105086160,0.0,1,1,1,0.0,0,0.0,0,105086160,0.0,0.0
BLR-08,M08,0,2026-06-08,real_engine,1,0.0,0,0,105086160,0.0,1,2,1,0.0,0,0.0,0,105086160,0.0,0.0
BLR-04,M01,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,1,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-05,M05,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,1,0,0.0,0,0.0,0,105086160,0.0,0.0
BEL-01,M05,0,2026-06-08,real_engine,1,0.0,0,0,105086160,0.0,1,2,1,0.0,0,0.0,0,105086160,0.0,0.0
BLR-02,B01,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
MAN-01,B01,0,2026-06-08,real_engine,1,0.0,0,0,105086160,0.0,1,2,1,0.0,0,0.0,0,105086160,0.0,0.0
BLR-05,B05,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,1,0,0.0,0,0.0,0,105086160,0.0,0.0
MYS-01,B04,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,2,0,0.0,0,0.0,0,105086160,0.0,0.0
HUB-01,B04,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,1,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-07,B02,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,0,0,0.0,0,0.0,0,105086160,0.0,0.0
MAN-01,B02,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,1,0,0.0,0,0.0,0,105086160,0.0,0.0
MYS-02,B06,0,2026-06-08,real_engine,0,0.0,0,0,105086160,0.0,0,1,0,0.0,0,0.0,0,105086160,0.0,0.0
BLR-04,F16,1,2026-06-15,real_engine,0,1.0,0,54216,76439990,0.0,1,4,0,1.0,0,0.0,54216,76439990,13783.397299999999,13783.397299999999
BLR-01,F16,1,2026-06-15,real_engine,1,0.5,0,54216,76494206,0.0,2,6,1,0.5,0,0.0,54216,76494206,13783.397299999999,13783.397299999999
BLR-02,F12,2,2026-06-15,real_engine,0,2.0,1,0,76690798,49148.0,1,3,0,2.0,1,49148.0,0,76690798,53207.4,26603.7
BLR-04,F12,1,2026-06-15,real_engine,0,10.0,0,98296,76789094,0.0,0,2,0,10.0,0,0.0,98296,76789094,26603.7,0.0
MAN-01,F12,1,2026-06-15,real_engine,0,10.0,1,0,76887390,24574.0,0,0,0,10.0,1,24574.0,0,76887390,26603.7,0.0
BLR-02,F14,1,2026-06-15,real_engine,0,1.0,0,57882,76945272,0.0,1,6,0,1.0,0,0.0,57882,76945272,12116.8269,12116.8269
MAN-01,F13,1,2026-06-15,real_engine,0,10.0,1,0,77005671,15099.75,0,0,0,10.0,1,15099.75,0,77005671,12599.6274,0.0
BLR-01,F12,2,2026-06-15,real_engine,0,20.0,0,98296,77202263,24574.0,0,2,0,20.0,0,24574.0,98296,77202263,53207.4,0.0
MAN-01,F16,1,2026-06-15,real_engine,0,10.0,0,54216,77256479,0.0,0,1,0,10.0,0,0.0,54216,77256479,13783.397299999999,0.0
BLR-02,F13,1,2026-06-15,real_engine,0,1.0,1,0,77316878,15099.75,1,3,0,1.0,1,15099.75,0,77316878,12599.6274,12599.6274
BLR-03,F13,1,2026-06-15,real_engine,0,0.5,1,0,77377277,15099.75,2,2,0,0.5,1,15099.75,0,77377277,12599.6274,12599.6274
BLR-02,F15,1,2026-06-15,real_engine,0,0.5,0,92011,77469288,0.0,2,8,0,0.5,0,0.0,92011,77469288,22988.3001,22988.3001
BLR-04,F14,1,2026-06-15,real_engine,0,1.0,0,57882,77527170,0.0,1,3,0,1.0,0,0.0,57882,77527170,12116.8269,12116.8269
SHI-01,M15,1,2026-06-15,real_engine,0,10.0,0,26653,77553823,0.0,0,7,0,10.0,0,0.0,26653,77553823,4346.0598,0.0
BLR-08,M11,0,2026-06-15,real_engine,1,0.0,0,0,77553823,0.0,3,5,1,0.0,0,0.0,0,77553823,0.0,0.0
TUM-02,M16,1,2026-06-15,real_engine,0,0.5,0,20680,77574503,0.0,2,6,0,0.5,0,0.0,20680,77574503,3319.0617,3319.0617
BLR-01,M12,2,2026-06-15,real_engine,0,0.6666666666666666,0,34434,77608937,0.0,3,5,0,0.6666666666666666,0,0.0,34434,77608937,5563.7218,5563.7218
HOS-01,M15,2,2026-06-15,real_engine,0,2.0,0,53306,77662243,0.0,1,3,0,2.0,0,0.0,53306,77662243,8692.1196,4346.0598
BLR-07,M11,0,2026-06-15,real_engine,1,0.0,0,0,77662243,0.0,2,4,1,0.0,0,0.0,0,77662243,0.0,0.0
BEL-02,M15,1,2026-06-15,real_engine,0,10.0,1,0,77688896,6663.25,0,1,0,10.0,1,6663.25,0,77688896,4346.0598,0.0
BLR-01,F15,2,2026-06-15,real_engine,0,0.6666666666666666,0,184022,77872918,0.0,3,5,0,0.6666666666666666,0,0.0,184022,77872918,45976.6002,45976.6002
BLR-08,F15,1,2026-06-15,real_engine,0,1.0,0,92011,77964929,0.0,1,4,0,1.0,0,0.0,92011,77964929,22988.3001,22988.3001
UDU-01,M12,1,2026-06-15,real_engine,0,10.0,0,17217,77982146,0.0,0,2,0,10.0,0,0.0,17217,77982146,2781.8609,0.0
BLR-03,M16,2,2026-06-15,real_engine,1,0.5,0,41360,78023506,0.0,4,15,1,0.5,0,0.0,41360,78023506,6638.1234,6638.1234
MAN-01,M04,0,2026-06-15,real_engine,0,0.0,0,0,78023506,0.0,0,0,0,0.0,0,0.0,0,78023506,0.0,0.0
SHI-01,F14,1,2026-06-15,real_engine,0,10.0,1,0,78081388,14470.5,0,1,0,10.0,1,14470.5,0,78081388,12116.8269,0.0
KAL-01,M12,1,2026-06-15,real_engine,0,0.5,0,17217,78098605,0.0,2,7,0,0.5,0,0.0,17217,78098605,2781.8609,2781.8609
BLR-03,F15,2,2026-06-15,real_engine,0,20.0,0,184022,78282627,0.0,0,4,0,20.0,0,0.0,184022,78282627,45976.6002,0.0
BLR-04,F15,2,2026-06-15,real_engine,1,0.4,0,184022,78466649,0.0,5,12,1,0.4,0,0.0,184022,78466649,45976.6002,45976.6002
BLR-07,F13,1,2026-06-15,real_engine,0,10.0,0,60399,78527048,0.0,0,1,0,10.0,0,0.0,60399,78527048,12599.6274,0.0
UDU-01,F13,1,2026-06-15,real_engine,0,10.0,0,60399,78587447,0.0,0,1,0,10.0,0,0.0,60399,78587447,12599.6274,0.0
MYS-01,M15,3,2026-06-15,real_engine,0,1.5,0,79959,78667406,0.0,2,8,0,1.5,0,0.0,79959,78667406,13038.179399999999,8692.1196
HUB-02,M11,0,2026-06-15,real_engine,1,0.0,0,0,78667406,0.0,1,7,1,0.0,0,0.0,0,78667406,0.0,0.0
BLR-08,F12,1,2026-06-15,real_engine,0,1.0,0,98296,78765702,0.0,1,2,0,1.0,0,0.0,98296,78765702,26603.7,26603.7
BLR-08,M04,0,2026-06-15,real_engine,0,0.0,0,0,78765702,0.0,0,0,0,0.0,0,0.0,0,78765702,0.0,0.0
MYS-01,M16,1,2026-06-15,real_engine,0,1.0,0,20680,78786382,0.0,1,6,0,1.0,0,0.0,20680,78786382,3319.0617,3319.0617
KOL-01,M16,1,2026-06-15,real_engine,0,1.0,0,20680,78807062,0.0,1,2,0,1.0,0,0.0,20680,78807062,3319.0617,3319.0617
BLR-01,M14,2,2026-06-15,real_engine,0,1.0,1,0,78852514,11363.0,2,4,0,1.0,1,11363.0,0,78852514,6546.5482,6546.5482
BLR-08,M14,5,2026-06-15,real_engine,0,1.6666666666666667,0,113630,78966144,0.0,3,14,0,1.6666666666666667,0,0.0,113630,78966144,16366.3705,9819.822300000002
BLR-04,M15,2,2026-06-15,real_engine,0,2.0,0,53306,79019450,0.0,1,8,0,2.0,0,0.0,53306,79019450,8692.1196,4346.0598
MAN-02,M15,2,2026-06-15,real_engine,0,2.0,0,53306,79072756,0.0,1,3,0,2.0,0,0.0,53306,79072756,8692.1196,4346.0598
MAN-01,M15,5,2026-06-15,real_engine,0,1.25,0,133265,79206021,0.0,4,19,0,1.25,0,0.0,133265,79206021,21730.299,17384.2392
BLR-05,M12,1,2026-06-15,real_engine,0,1.0,0,17217,79223238,0.0,1,5,0,1.0,0,0.0,17217,79223238,2781.8609,2781.8609
BLR-03,M14,2,2026-06-15,real_engine,0,2.0,0,45452,79268690,0.0,1,6,0,2.0,0,0.0,45452,79268690,6546.5482,3273.2741
HUB-01,M14,2,2026-06-15,real_engine,0,2.0,0,45452,79314142,0.0,1,6,0,2.0,0,0.0,45452,79314142,6546.5482,3273.2741
MYS-01,F15,1,2026-06-15,real_engine,0,10.0,0,92011,79406153,0.0,0,2,0,10.0,0,0.0,92011,79406153,22988.3001,0.0
BLR-05,M11,0,2026-06-15,real_engine,1,0.0,0,0,79406153,0.0,1,3,1,0.0,0,0.0,0,79406153,0.0,0.0
BEL-01,M11,0,2026-06-15,real_engine,0,0.0,0,0,79406153,0.0,0,1,0,0.0,0,0.0,0,79406153,0.0,0.0
BLR-01,F14,2,2026-06-15,real_engine,0,20.0,0,57882,79521917,14470.5,0,1,0,20.0,0,14470.5,57882,79521917,24233.6538,0.0
BLR-05,M14,3,2026-06-15,real_engine,0,1.5,0,68178,79590095,0.0,2,5,0,1.5,0,0.0,68178,79590095,9819.822300000002,6546.5482
MAN-01,M14,3,2026-06-15,real_engine,0,3.0,0,68178,79658273,0.0,1,7,0,3.0,0,0.0,68178,79658273,9819.822300000002,3273.2741
BLR-07,M14,2,2026-06-15,real_engine,0,2.0,1,0,79703725,11363.0,1,3,0,2.0,1,11363.0,0,79703725,6546.5482,3273.2741
BLR-01,M15,2,2026-06-15,real_engine,0,1.0,0,26653,79757031,6663.25,2,5,0,1.0,0,6663.25,26653,79757031,8692.1196,8692.1196
BLR-06,M15,1,2026-06-15,real_engine,0,1.0,0,26653,79783684,0.0,1,13,0,1.0,0,0.0,26653,79783684,4346.0598,4346.0598
MYS-02,M15,1,2026-06-15,real_engine,0,1.0,0,26653,79810337,0.0,1,4,0,1.0,0,0.0,26653,79810337,4346.0598,4346.0598
BLR-02,M15,5,2026-06-15,real_engine,0,1.25,0,133265,79943602,0.0,4,12,0,1.25,0,0.0,133265,79943602,21730.299,17384.2392
MAN-02,M16,1,2026-06-15,real_engine,0,1.0,0,20680,79964282,0.0,1,4,0,1.0,0,0.0,20680,79964282,3319.0617,3319.0617
BLR-02,F16,2,2026-06-15,real_engine,0,0.6666666666666666,0,108432,80072714,0.0,3,9,0,0.6666666666666666,0,0.0,108432,80072714,27566.794599999997,27566.794599999997
BLR-06,M12,3,2026-06-15,real_engine,0,3.0,0,51651,80124365,0.0,1,5,0,3.0,0,0.0,51651,80124365,8345.5827,2781.8609
MYS-02,M11,0,2026-06-15,real_engine,1,0.0,0,0,80124365,0.0,2,3,1,0.0,0,0.0,0,80124365,0.0,0.0
DAV-01,M11,0,2026-06-15,real_engine,1,0.0,0,0,80124365,0.0,2,3,1,0.0,0,0.0,0,80124365,0.0,0.0
TUM-02,M15,2,2026-06-15,real_engine,0,2.0,0,53306,80177671,0.0,1,5,0,2.0,0,0.0,53306,80177671,8692.1196,4346.0598
