store_id,model_id,allocated_units,week_start_date,strategy,flow_stockout,flow_weeks_of_cover,flow_dead_stock,flow_realized_cogs,flow_inventory_value,flow_markdown_loss,acquisition_cost,capital_tied_up
BEL-01,M20,2,2026-08-17,real_engine,0,2.0,1,0,99384844,14102.0,28204,56408
BLR-04,M12,0,2026-08-17,real_engine,1,0.0,0,0,99384844,0.0,17217,0
MYS-02,F20,1,2026-08-17,real_engine,0,10.0,1,0,99449275,16107.75,64431,64431
UDU-01,M04,0,2026-08-17,real_engine,0,0.0,0,0,99449275,0.0,21389,0
KOL-01,M18,2,2026-08-17,real_engine,0,20.0,1,0,99500717,12860.5,25721,51442
MYS-01,M18,1,2026-08-17,real_engine,0,10.0,1,0,99526438,6430.25,25721,25721
BLR-07,M19,1,2026-08-17,real_engine,1,0.25,1,0,99555589,7287.75,29151,29151
HOS-01,M19,1,2026-08-17,real_engine,0,10.0,1,0,99584740,7287.75,29151,29151
DAV-01,F15,1,2026-08-17,real_engine,0,10.0,1,0,99676751,23002.75,92011,92011
HOS-01,F15,1,2026-08-17,real_engine,0,10.0,1,0,99768762,23002.75,92011,92011
KOL-01,F15,1,2026-08-17,real_engine,0,10.0,1,0,99860773,23002.75,92011,92011
MYS-01,F18,1,2026-08-17,real_engine,0,10.0,1,0,99978237,29366.0,117464,117464
HUB-02,F18,1,2026-08-17,real_engine,0,10.0,1,0,100095701,29366.0,117464,117464
MAN-01,F18,1,2026-08-17,real_engine,0,10.0,1,0,100213165,29366.0,117464,117464
BLR-06,M20,2,2026-08-17,real_engine,0,20.0,1,0,100269573,14102.0,28204,56408
BLR-06,F12,1,2026-08-17,real_engine,0,10.0,1,0,100367869,24574.0,98296,98296
MAN-02,M04,0,2026-08-17,real_engine,0,0.0,0,0,100367869,0.0,21389,0
BLR-08,F19,1,2026-08-17,real_engine,0,10.0,1,0,100465968,24524.75,98099,98099
MAN-02,F19,1,2026-08-17,real_engine,0,10.0,1,0,100564067,24524.75,98099,98099
KAL-01,F20,1,2026-08-17,real_engine,0,10.0,1,0,100628498,16107.75,64431,64431
BLR-08,M10,0,2026-08-17,real_engine,1,0.0,0,0,100628498,0.0,25610,0
BLR-01,F04,0,2026-08-17,real_engine,0,0.0,0,0,100628498,0.0,53816,0
HUB-01,M02,0,2026-08-17,real_engine,0,0.0,0,0,100628498,0.0,16548,0
MAN-01,M20,3,2026-08-17,real_engine,0,1.5,1,0,100713110,21153.0,28204,84612
BLR-01,F06,0,2026-08-17,real_engine,0,0.0,0,0,100713110,0.0,53059,0
TUM-01,M09,0,2026-08-17,real_engine,0,0.0,0,0,100713110,0.0,28135,0
MYS-01,M20,2,2026-08-17,real_engine,0,2.0,1,0,100769518,14102.0,28204,56408
DAV-01,M17,1,2026-08-17,real_engine,0,0.5,1,0,100794785,6316.75,25267,25267
BLR-01,M03,0,2026-08-17,real_engine,0,0.0,0,0,100794785,0.0,24373,0
BLR-03,M13,0,2026-08-17,real_engine,0,0.0,0,0,100794785,0.0,25696,0
MYS-01,M13,0,2026-08-17,real_engine,0,0.0,0,0,100794785,0.0,25696,0
MAN-01,M13,0,2026-08-17,real_engine,1,0.0,0,0,100794785,0.0,25696,0
BEL-01,M03,0,2026-08-17,real_engine,0,0.0,0,0,100794785,0.0,24373,0
MYS-01,F12,1,2026-08-17,real_engine,0,10.0,1,0,100893081,24574.0,98296,98296
BLR-01,F01,0,2026-08-17,real_engine,0,0.0,0,0,100893081,0.0,61349,0
BLR-01,M02,0,2026-08-17,real_engine,0,0.0,0,0,100893081,0.0,16548,0
BEL-01,M02,0,2026-08-17,real_engine,0,0.0,0,0,100893081,0.0,16548,0
DAV-02,F20,1,2026-08-17,real_engine,0,10.0,1,0,100957512,16107.75,64431,64431
HUB-01,M16,2,2026-08-17,real_engine,0,2.0,1,0,100998872,10340.0,20680,41360
BLR-06,M03,0,2026-08-17,real_engine,0,0.0,0,0,100998872,0.0,24373,0
HUB-02,M14,1,2026-08-17,real_engine,0,10.0,1,0,101021598,5681.5,22726,22726
HUB-01,F16,1,2026-08-17,real_engine,0,10.0,1,0,101075814,13554.0,54216,54216
KOL-01,F17,1,2026-08-17,real_engine,0,10.0,1,0,101185244,27357.5,109430,109430
BLR-06,M02,0,2026-08-17,real_engine,0,0.0,0,0,101185244,0.0,16548,0
BLR-03,F03,0,2026-08-17,real_engine,0,0.0,0,0,101185244,0.0,55530,0
DAV-01,M20,2,2026-08-17,real_engine,0,20.0,1,0,101241652,14102.0,28204,56408
BLR-01,B01,0,2026-08-17,real_engine,0,0.0,0,0,101241652,0.0,6440,0
BEL-01,B01,0,2026-08-17,real_engine,0,0.0,0,0,101241652,0.0,6440,0
KOL-01,F19,1,2026-08-17,real_engine,0,10.0,1,0,101339751,24524.75,98099,98099
BLR-01,B05,0,2026-08-17,real_engine,0,0.0,0,0,101339751,0.0,10127,0
MYS-01,M02,0,2026-08-17,real_engine,0,0.0,0,0,101339751,0.0,16548,0
BLR-03,F07,0,2026-08-17,real_engine,0,0.0,0,0,101339751,0.0,99781,0
DAV-01,M12,0,2026-08-17,real_engine,1,0.0,0,0,101339751,0.0,17217,0
KAL-01,M12,0,2026-08-17,real_engine,0,0.0,0,0,101339751,0.0,17217,0
UDU-01,M12,0,2026-08-17,real_engine,0,0.0,0,0,101339751,0.0,17217,0
BLR-06,B01,0,2026-08-17,real_engine,0,0.0,0,0,101339751,0.0,6440,0
BLR-01,M06,0,2026-08-17,real_engine,1,0.0,0,0,101339751,0.0,20129,0
BLR-01,M14,2,2026-08-17,real_engine,0,20.0,1,0,101385203,11363.0,22726,45452
BLR-07,M20,2,2026-08-17,real_engine,0,20.0,1,0,101441611,14102.0,28204,56408
HOS-01,F20,1,2026-08-17,real_engine,0,10.0,1,0,101506042,16107.75,64431,64431
BLR-03,M11,0,2026-08-17,real_engine,0,0.0,0,0,101506042,0.0,20687,0
SHI-01,M11,0,2026-08-17,real_engine,0,0.0,0,0,101506042,0.0,20687,0
UDU-01,M20,2,2026-08-17,real_engine,0,2.0,1,0,101562450,14102.0,28204,56408
MYS-02,B15,0,2026-08-17,real_engine,1,0.0,0,0,101562450,0.0,10588,0
TUM-02,B15,0,2026-08-17,real_engine,1,0.0,0,0,101562450,0.0,10588,0
BLR-02,M01,0,2026-08-17,real_engine,0,0.0,0,0,101562450,0.0,20460,0
BLR-06,M08,0,2026-08-17,real_engine,0,0.0,0,0,101562450,0.0,24519,0
BLR-06,F15,1,2026-08-17,real_engine,0,10.0,1,0,101654461,23002.75,92011,92011
MYS-02,M04,0,2026-08-17,real_engine,0,0.0,0,0,101654461,0.0,21389,0
DAV-01,M03,0,2026-08-17,real_engine,0,0.0,0,0,101654461,0.0,24373,0
MYS-01,F16,1,2026-08-17,real_engine,0,10.0,1,0,101708677,13554.0,54216,54216
UDU-01,F12,1,2026-08-17,real_engine,0,10.0,1,0,101806973,24574.0,98296,98296
MAN-02,M20,2,2026-08-17,real_engine,0,1.0,1,0,101863381,14102.0,28204,56408
BLR-07,M15,2,2026-08-17,real_engine,0,1.0,1,0,101916687,13326.5,26653,53306
DAV-01,B15,0,2026-08-17,real_engine,1,0.0,0,0,101916687,0.0,10588,0
BLR-07,F16,1,2026-08-17,real_engine,0,10.0,1,0,101970903,13554.0,54216,54216
TUM-01,F16,1,2026-08-17,real_engine,0,1.0,1,0,102025119,13554.0,54216,54216
TUM-02,F20,1,2026-08-17,real_engine,0,10.0,1,0,102089550,16107.75,64431,64431
BLR-01,F02,0,2026-08-17,real_engine,1,0.0,0,0,102089550,0.0,66229,0
BLR-06,B15,0,2026-08-17,real_engine,1,0.0,0,0,102089550,0.0,10588,0
HOS-01,B15,0,2026-08-17,real_engine,1,0.0,0,0,102089550,0.0,10588,0
TUM-01,B15,0,2026-08-17,real_engine,1,0.0,0,0,102089550,0.0,10588,0
BEL-02,M12,0,2026-08-17,real_engine,1,0.0,0,0,102089550,0.0,17217,0
HUB-02,M20,2,2026-08-17,real_engine,0,2.0,1,0,102145958,14102.0,28204,56408
SHI-01,M14,2,2026-08-17,real_engine,0,2.0,1,0,102191410,11363.0,22726,45452
DAV-02,M10,0,2026-08-17,real_engine,1,0.0,0,0,102191410,0.0,25610,0
BLR-07,M03,0,2026-08-17,real_engine,0,0.0,0,0,102191410,0.0,24373,0
MAN-01,F08,0,2026-08-17,real_engine,0,0.0,0,0,102191410,0.0,78119,0
BLR-07,M02,0,2026-08-17,real_engine,0,0.0,0,0,102191410,0.0,16548,0
SHI-01,M20,2,2026-08-17,real_engine,0,20.0,1,0,102247818,14102.0,28204,56408
BLR-01,B04,0,2026-08-17,real_engine,0,0.0,0,0,102247818,0.0,8786,0
DAV-01,F16,1,2026-08-17,real_engine,0,10.0,1,0,102302034,13554.0,54216,54216
UDU-01,M03,0,2026-08-17,real_engine,0,0.0,0,0,102302034,0.0,24373,0
BLR-01,B03,0,2026-08-17,real_engine,0,0.0,0,0,102302034,0.0,7401,0
HUB-01,B15,0,2026-08-17,real_engine,1,0.0,0,0,102302034,0.0,10588,0
SHI-01,B15,0,2026-08-17,real_engine,1,0.0,0,0,102302034,0.0,10588,0
UDU-01,B15,0,2026-08-17,real_engine,1,0.0,0,0,102302034,0.0,10588,0
DAV-02,B15,0,2026-08-17,real_engine,1,0.0,0,0,102302034,0.0,10588,0
BLR-03,B15,0,2026-08-17,real_engine,1,0.0,0,0,102302034,0.0,10588,0
SHI-01,F12,1,2026-08-17,real_engine,0,10.0,1,0,102400330,24574.0,98296,98296
DAV-02,M04,0,2026-08-17,real_engine,0,0.0,0,0,102400330,0.0,21389,0
UDU-01,M02,0,2026-08-17,real_engine,0,0.0,0,0,102400330,0.0,16548,0
TUM-01,M20,2,2026-08-17,real_engine,0,20.0,1,0,102456738,14102.0,28204,56408
MAN-02,M03,0,2026-08-17,real_engine,0,0.0,0,0,102456738,0.0,24373,0
BLR-06,B03,0,2026-08-17,real_engine,1,0.0,0,0,102456738,0.0,7401,0
BEL-02,B15,0,2026-08-17,real_engine,1,0.0,0,0,102456738,0.0,10588,0
MAN-02,M14,2,2026-08-17,real_engine,0,2.0,1,0,102502190,11363.0,22726,45452
BLR-08,F08,0,2026-08-17,real_engine,0,0.0,0,0,102502190,0.0,78119,0
HUB-01,M07,0,2026-08-17,real_engine,0,0.0,0,0,102502190,0.0,23908,0
KOL-01,B15,0,2026-08-17,real_engine,1,0.0,0,0,102502190,0.0,10588,0
MAN-01,M09,0,2026-08-17,real_engine,0,0.0,0,0,102502190,0.0,28135,0
HUB-02,M02,0,2026-08-17,real_engine,0,0.0,0,0,102502190,0.0,16548,0
UDU-01,B01,0,2026-08-17,real_engine,0,0.0,0,0,102502190,0.0,6440,0
TUM-01,M13,0,2026-08-17,real_engine,1,0.0,0,0,102502190,0.0,25696,0
BLR-08,F10,0,2026-08-17,real_engine,0,0.0,0,0,102502190,0.0,66400,0
BEL-02,M20,2,2026-08-17,real_engine,0,20.0,1,0,102558598,14102.0,28204,56408
BLR-07,B15,0,2026-08-17,real_engine,1,0.0,0,0,102558598,0.0,10588,0
SHI-01,M03,0,2026-08-17,real_engine,0,0.0,0,0,102558598,0.0,24373,0
HUB-01,M17,2,2026-08-17,real_engine,0,1.0,1,0,102609132,12633.5,25267,50534
BEL-02,M17,2,2026-08-17,real_engine,0,0.6666666666666666,1,0,102659666,12633.5,25267,50534
UDU-01,B05,0,2026-08-17,real_engine,0,0.0,0,0,102659666,0.0,10127,0
BLR-02,F09,0,2026-08-17,real_engine,0,0.0,0,0,102659666,0.0,97367,0
BLR-05,M01,0,2026-08-17,real_engine,0,0.0,0,0,102659666,0.0,20460,0
SHI-01,M02,0,2026-08-17,real_engine,0,0.0,0,0,102659666,0.0,16548,0
MAN-02,B01,0,2026-08-17,real_engine,0,0.0,0,0,102659666,0.0,6440,0
UDU-01,M06,0,2026-08-17,real_engine,0,0.0,0,0,102659666,0.0,20129,0
HOS-01,M04,0,2026-08-17,real_engine,0,0.0,0,0,102659666,0.0,21389,0
TUM-01,M03,0,2026-08-17,real_engine,0,0.0,0,0,102659666,0.0,24373,0
TUM-01,M02,0,2026-08-17,real_engine,0,0.0,0,0,102659666,0.0,16548,0
HUB-02,B01,0,2026-08-17,real_engine,0,0.0,0,0,102659666,0.0,6440,0
UDU-01,F14,1,2026-08-17,real_engine,0,10.0,1,0,102717548,14470.5,57882,57882
SHI-01,F17,1,2026-08-17,real_engine,0,1.0,1,0,102826978,27357.5,109430,109430
UDU-01,F17,1,2026-08-17,real_engine,0,10.0,1,0,102936408,27357.5,109430,109430
MAN-01,M11,0,2026-08-17,real_engine,1,0.0,0,0,102936408,0.0,20687,0
MYS-02,M20,2,2026-08-17,real_engine,0,1.0,1,0,102992816,14102.0,28204,56408
BEL-02,F13,1,2026-08-17,real_engine,0,10.0,1,0,103053215,15099.75,60399,60399
BLR-07,F18,1,2026-08-17,real_engine,0,10.0,1,0,103170679,29366.0,117464,117464
UDU-01,F18,1,2026-08-17,real_engine,0,10.0,1,0,103288143,29366.0,117464,117464
KOL-01,F18,1,2026-08-17,real_engine,0,10.0,1,0,103405607,29366.0,117464,117464
MAN-02,M08,0,2026-08-17,real_engine,0,0.0,0,0,103405607,0.0,24519,0
HUB-02,B05,0,2026-08-17,real_engine,0,0.0,0,0,103405607,0.0,10127,0
BLR-03,M14,1,2026-08-17,real_engine,0,1.0,1,0,103428333,5681.5,22726,22726
KOL-01,F20,1,2026-08-17,real_engine,0,10.0,1,0,103492764,16107.75,64431,64431
MAN-01,F03,0,2026-08-17,real_engine,0,0.0,0,0,103492764,0.0,55530,0
MYS-02,F12,1,2026-08-17,real_engine,0,10.0,1,0,103591060,24574.0,98296,98296
BLR-04,M13,0,2026-08-17,real_engine,0,0.0,0,0,103591060,0.0,25696,0
HUB-01,M01,0,2026-08-17,real_engine,0,0.0,0,0,103591060,0.0,20460,0
KAL-01,M20,2,2026-08-17,real_engine,0,20.0,1,0,103647468,14102.0,28204,56408
BLR-04,F19,1,2026-08-17,real_engine,0,1.0,1,0,103745567,24524.75,98099,98099
BLR-07,F19,1,2026-08-17,real_engine,0,10.0,1,0,103843666,24524.75,98099,98099
TUM-01,F19,1,2026-08-17,real_engine,0,10.0,1,0,103941765,24524.75,98099,98099
HUB-02,M08,0,2026-08-17,real_engine,0,0.0,0,0,103941765,0.0,24519,0
HUB-02,F15,1,2026-08-17,real_engine,0,10.0,1,0,104033776,23002.75,92011,92011
BLR-03,M05,0,2026-08-17,real_engine,0,0.0,0,0,104033776,0.0,26834,0
KAL-01,F12,1,2026-08-17,real_engine,0,10.0,1,0,104132072,24574.0,98296,98296
MYS-01,B15,0,2026-08-17,real_engine,1,0.0,0,0,104132072,0.0,10588,0
HUB-02,B08,0,2026-08-17,real_engine,0,0.0,0,0,104132072,0.0,9684,0
BLR-05,F14,1,2026-08-17,real_engine,0,1.0,1,0,104189954,14470.5,57882,57882
SHI-01,F15,1,2026-08-17,real_engine,0,10.0,1,0,104281965,23002.75,92011,92011
BLR-01,M01,0,2026-08-17,real_engine,0,0.0,0,0,104281965,0.0,20460,0
BEL-01,M01,0,2026-08-17,real_engine,0,0.0,0,0,104281965,0.0,20460,0
TUM-01,M06,0,2026-08-17,real_engine,1,0.0,0,0,104281965,0.0,20129,0
BLR-07,B03,0,2026-08-17,real_engine,0,0.0,0,0,104281965,0.0,7401,0
TUM-02,M10,0,2026-08-17,real_engine,1,0.0,0,0,104281965,0.0,25610,0
DAV-01,M10,0,2026-08-17,real_engine,0,0.0,0,0,104281965,0.0,25610,0
DAV-02,M20,2,2026-08-17,real_engine,0,20.0,1,0,104338373,14102.0,28204,56408
TUM-01,M08,0,2026-08-17,real_engine,0,0.0,0,0,104338373,0.0,24519,0
MYS-02,M03,0,2026-08-17,real_engine,0,0.0,0,0,104338373,0.0,24373,0
BLR-05,B15,0,2026-08-17,real_engine,1,0.0,0,0,104338373,0.0,10588,0
UDU-01,B04,0,2026-08-17,real_engine,0,0.0,0,0,104338373,0.0,8786,0
TUM-01,F15,1,2026-08-17,real_engine,0,10.0,1,0,104430384,23002.75,92011,92011
BLR-06,M01,0,2026-08-17,real_engine,0,0.0,0,0,104430384,0.0,20460,0
BLR-08,F03,0,2026-08-17,real_engine,0,0.0,0,0,104430384,0.0,55530,0
KAL-01,M13,0,2026-08-17,real_engine,1,0.0,0,0,104430384,0.0,25696,0
HOS-01,M13,0,2026-08-17,real_engine,0,0.0,0,0,104430384,0.0,25696,0
DAV-02,F12,1,2026-08-17,real_engine,0,10.0,1,0,104528680,24574.0,98296,98296
TUM-01,B08,0,2026-08-17,real_engine,0,0.0,0,0,104528680,0.0,9684,0
KAL-01,M03,0,2026-08-17,real_engine,0,0.0,0,0,104528680,0.0,24373,0
DAV-01,M07,0,2026-08-17,real_engine,0,0.0,0,0,104528680,0.0,23908,0
KAL-01,M02,0,2026-08-17,real_engine,1,0.0,0,0,104528680,0.0,16548,0
MAN-02,B03,0,2026-08-17,real_engine,0,0.0,0,0,104528680,0.0,7401,0
HOS-01,M12,0,2026-08-17,real_engine,1,0.0,0,0,104528680,0.0,17217,0
BEL-02,M06,0,2026-08-17,real_engine,0,0.0,0,0,104528680,0.0,20129,0
HUB-01,F13,1,2026-08-17,real_engine,0,10.0,1,0,104589079,15099.75,60399,60399
HUB-01,M05,0,2026-08-17,real_engine,1,0.0,0,0,104589079,0.0,26834,0
HUB-02,M16,1,2026-08-17,real_engine,0,1.0,1,0,104609759,5170.0,20680,20680
SHI-01,M16,1,2026-08-17,real_engine,0,1.0,1,0,104630439,5170.0,20680,20680
BEL-02,F15,1,2026-08-17,real_engine,0,10.0,1,0,104722450,23002.75,92011,92011
HUB-02,B03,0,2026-08-17,real_engine,0,0.0,0,0,104722450,0.0,7401,0
MYS-02,B01,0,2026-08-17,real_engine,0,0.0,0,0,104722450,0.0,6440,0
BLR-07,F15,1,2026-08-17,real_engine,0,10.0,1,0,104814461,23002.75,92011,92011
HOS-01,M20,2,2026-08-17,real_engine,0,20.0,1,0,104870869,14102.0,28204,56408
DAV-02,M03,0,2026-08-17,real_engine,0,0.0,0,0,104870869,0.0,24373,0
KAL-01,B01,0,2026-08-17,real_engine,1,0.0,0,0,104870869,0.0,6440,0
BLR-06,M14,1,2026-08-17,real_engine,0,0.5,1,0,104893595,5681.5,22726,22726
HOS-01,F12,1,2026-08-17,real_engine,0,10.0,1,0,104991891,24574.0,98296,98296
UDU-01,M07,0,2026-08-17,real_engine,0,0.0,0,0,104991891,0.0,23908,0
MYS-02,F15,1,2026-08-17,real_engine,0,10.0,1,0,105083902,23002.75,92011,92011
BEL-01,B15,0,2026-08-17,real_engine,1,0.0,0,0,105083902,0.0,10588,0
HUB-02,B15,0,2026-08-17,real_engine,1,0.0,0,0,105083902,0.0,10588,0
BEL-02,B18,6,2026-08-17,real_engine,0,1.0,1,0,105148432,16132.5,10755,64530
KOL-01,M04,0,2026-08-17,real_engine,1,0.0,0,0,105148432,0.0,21389,0
KAL-01,F15,1,2026-08-17,real_engine,0,1.0,1,0,105240443,23002.75,92011,92011
TUM-02,M20,2,2026-08-17,real_engine,0,2.0,1,0,105296851,14102.0,28204,56408
DAV-02,B01,0,2026-08-17,real_engine,1,0.0,0,0,105296851,0.0,6440,0
MAN-01,B15,0,2026-08-17,real_engine,1,0.0,0,0,105296851,0.0,10588,0
KAL-01,B18,4,2026-08-17,real_engine,0,1.3333333333333333,1,0,105339871,10755.0,10755,43020
BEL-02,B04,0,2026-08-17,real_engine,0,0.0,0,0,105339871,0.0,8786,0
MAN-02,B18,7,2026-08-17,real_engine,0,3.5,1,0,105415156,18821.25,10755,75285
DAV-02,B05,0,2026-08-17,real_engine,0,0.0,0,0,105415156,0.0,10127,0
MYS-01,M05,0,2026-08-17,real_engine,1,0.0,0,0,105415156,0.0,26834,0
HOS-01,M03,0,2026-08-17,real_engine,0,0.0,0,0,105415156,0.0,24373,0
SHI-01,M13,0,2026-08-17,real_engine,0,0.0,0,0,105415156,0.0,25696,0
TUM-02,M13,0,2026-08-17,real_engine,1,0.0,0,0,105415156,0.0,25696,0
BLR-07,F13,1,2026-08-17,real_engine,0,10.0,1,0,105475555,15099.75,60399,60399
HOS-01,M02,0,2026-08-17,real_engine,0,0.0,0,0,105475555,0.0,16548,0
MAN-01,F09,0,2026-08-17,real_engine,0,0.0,0,0,105475555,0.0,97367,0
KAL-01,B15,0,2026-08-17,real_engine,1,0.0,0,0,105475555,0.0,10588,0
UDU-01,M01,0,2026-08-17,real_engine,0,0.0,0,0,105475555,0.0,20460,0
MYS-02,B04,0,2026-08-17,real_engine,1,0.0,0,0,105475555,0.0,8786,0
MYS-02,B03,0,2026-08-17,real_engine,0,0.0,0,0,105475555,0.0,7401,0
MAN-02,M01,0,2026-08-17,real_engine,0,0.0,0,0,105475555,0.0,20460,0
BLR-02,B15,0,2026-08-17,real_engine,1,0.0,0,0,105475555,0.0,10588,0
TUM-02,M03,0,2026-08-17,real_engine,0,0.0,0,0,105475555,0.0,24373,0
DAV-01,M15,1,2026-08-17,real_engine,0,1.0,1,0,105502208,6663.25,26653,26653
BEL-02,M15,1,2026-08-17,real_engine,0,1.0,1,0,105528861,6663.25,26653,26653
DAV-01,F13,1,2026-08-17,real_engine,0,10.0,1,0,105589260,15099.75,60399,60399
HOS-01,B01,0,2026-08-17,real_engine,0,0.0,0,0,105589260,0.0,6440,0
BLR-08,M09,0,2026-08-17,real_engine,0,0.0,0,0,105589260,0.0,28135,0
MAN-02,M09,0,2026-08-17,real_engine,0,0.0,0,0,105589260,0.0,28135,0
DAV-01,M05,0,2026-08-17,real_engine,0,0.0,0,0,105589260,0.0,26834,0
SHI-01,B09,0,2026-08-17,real_engine,0,0.0,0,0,105589260,0.0,12085,0
TUM-02,M02,0,2026-08-17,real_engine,0,0.0,0,0,105589260,0.0,16548,0
HUB-02,F12,1,2026-08-17,real_engine,0,10.0,1,0,105687556,24574.0,98296,98296
HOS-01,F16,1,2026-08-17,real_engine,0,10.0,1,0,105741772,13554.0,54216,54216
HUB-02,M01,0,2026-08-17,real_engine,0,0.0,0,0,105741772,0.0,20460,0
HOS-01,B05,0,2026-08-17,real_engine,0,0.0,0,0,105741772,0.0,10127,0
BLR-08,F05,0,2026-08-17,real_engine,0,0.0,0,0,105741772,0.0,89165,0
BLR-08,F09,0,2026-08-17,real_engine,1,0.0,0,0,105741772,0.0,97367,0
BLR-05,M13,0,2026-08-17,real_engine,1,0.0,0,0,105741772,0.0,25696,0
TUM-02,B18,4,2026-08-17,real_engine,0,2.0,1,0,105784792,10755.0,10755,43020
SHI-01,M01,0,2026-08-17,real_engine,0,0.0,0,0,105784792,0.0,20460,0
MAN-01,F01,0,2026-08-17,real_engine,0,0.0,0,0,105784792,0.0,61349,0
BLR-01,B15,0,2026-08-17,real_engine,0,0.0,0,0,105784792,0.0,10588,0
TUM-01,M01,0,2026-08-17,real_engine,0,0.0,0,0,105784792,0.0,20460,0
HUB-01,B16,0,2026-08-17,real_engine,1,0.0,0,0,105784792,0.0,8903,0
UDU-01,M05,0,2026-08-17,real_engine,0,0.0,0,0,105784792,0.0,26834,0
BLR-07,B16,0,2026-08-17,real_engine,1,0.0,0,0,105784792,0.0,8903,0
DAV-01,B18,3,2026-08-17,real_engine,0,1.0,1,0,105817057,8066.25,10755,32265
BLR-08,F04,0,2026-08-17,real_engine,0,0.0,0,0,105817057,0.0,53816,0
MAN-02,F13,1,2026-08-17,real_engine,0,10.0,1,0,105877456,15099.75,60399,60399
BLR-08,F06,0,2026-08-17,real_engine,0,0.0,0,0,105877456,0.0,53059,0
MAN-02,M05,0,2026-08-17,real_engine,0,0.0,0,0,105877456,0.0,26834,0
UDU-01,B18,5,2026-08-17,real_engine,1,0.7142857142857143,1,0,105931231,13443.75,10755,53775
MAN-01,B01,0,2026-08-17,real_engine,0,0.0,0,0,105931231,0.0,6440,0
BLR-06,B16,0,2026-08-17,real_engine,1,0.0,0,0,105931231,0.0,8903,0
BLR-06,B11,0,2026-08-17,real_engine,0,0.0,0,0,105931231,0.0,7505,0
BEL-02,M01,0,2026-08-17,real_engine,0,0.0,0,0,105931231,0.0,20460,0
MYS-02,M13,0,2026-08-17,real_engine,0,0.0,0,0,105931231,0.0,25696,0
HUB-01,M13,0,2026-08-17,real_engine,0,0.0,0,0,105931231,0.0,25696,0
BLR-08,F01,0,2026-08-17,real_engine,0,0.0,0,0,105931231,0.0,61349,0
KAL-01,B16,0,2026-08-17,real_engine,1,0.0,0,0,105931231,0.0,8903,0
HOS-01,B16,0,2026-08-17,real_engine,1,0.0,0,0,105931231,0.0,8903,0
HUB-02,M05,0,2026-08-17,real_engine,0,0.0,0,0,105931231,0.0,26834,0
BLR-06,F16,1,2026-08-17,real_engine,0,1.0,1,0,105985447,13554.0,54216,54216
TUM-02,F16,1,2026-08-17,real_engine,0,1.0,1,0,106039663,13554.0,54216,54216
UDU-01,B16,0,2026-08-17,real_engine,1,0.0,0,0,106039663,0.0,8903,0
SHI-01,M05,0,2026-08-17,real_engine,0,0.0,0,0,106039663,0.0,26834,0
TUM-01,B18,5,2026-08-17,real_engine,0,1.6666666666666667,1,0,106093438,13443.75,10755,53775
SHI-01,B18,5,2026-08-17,real_engine,0,0.8333333333333334,1,0,106147213,13443.75,10755,53775
MAN-02,B15,0,2026-08-17,real_engine,1,0.0,0,0,106147213,0.0,10588,0
BLR-04,B19,1,2026-08-17,real_engine,0,1.0,1,0,106160390,3294.25,13177,13177
BLR-08,B19,1,2026-08-17,real_engine,0,0.25,1,0,106173567,3294.25,13177,13177
TUM-02,B16,0,2026-08-17,real_engine,1,0.0,0,0,106173567,0.0,8903,0
DAV-02,M07,0,2026-08-17,real_engine,0,0.0,0,0,106173567,0.0,23908,0
TUM-01,F14,1,2026-08-17,real_engine,0,10.0,1,0,106231449,14470.5,57882,57882
BLR-04,M10,0,2026-08-17,real_engine,0,0.0,0,0,106231449,0.0,25610,0
BLR-05,M10,0,2026-08-17,real_engine,1,0.0,0,0,106231449,0.0,25610,0
HOS-01,M10,0,2026-08-17,real_engine,1,0.0,0,0,106231449,0.0,25610,0
BLR-03,B01,0,2026-08-17,real_engine,0,0.0,0,0,106231449,0.0,6440,0
MYS-02,M01,0,2026-08-17,real_engine,0,0.0,0,0,106231449,0.0,20460,0
TUM-01,F13,1,2026-08-17,real_engine,0,10.0,1,0,106291848,15099.75,60399,60399
TUM-01,F17,1,2026-08-17,real_engine,0,1.0,1,0,106401278,27357.5,109430,109430
BLR-04,M11,0,2026-08-17,real_engine,1,0.0,0,0,106401278,0.0,20687,0
BEL-02,M11,0,2026-08-17,real_engine,0,0.0,0,0,106401278,0.0,20687,0
MAN-02,B16,0,2026-08-17,real_engine,1,0.0,0,0,106401278,0.0,8903,0
TUM-01,M05,0,2026-08-17,real_engine,0,0.0,0,0,106401278,0.0,26834,0
MYS-01,B18,7,2026-08-17,real_engine,0,1.1666666666666667,1,0,106476563,18821.25,10755,75285
BLR-08,B01,0,2026-08-17,real_engine,0,0.0,0,0,106476563,0.0,6440,0
KOL-01,M03,0,2026-08-17,real_engine,0,0.0,0,0,106476563,0.0,24373,0
TUM-02,F15,1,2026-08-17,real_engine,0,10.0,1,0,106568574,23002.75,92011,92011
HOS-01,F18,1,2026-08-17,real_engine,0,10.0,1,0,106686038,29366.0,117464,117464
BLR-03,B05,0,2026-08-17,real_engine,0,0.0,0,0,106686038,0.0,10127,0
MYS-02,B18,6,2026-08-17,real_engine,1,0.8571428571428571,1,0,106750568,16132.5,10755,64530
BLR-02,B03,0,2026-08-17,real_engine,0,0.0,0,0,106750568,0.0,7401,0
KOL-01,M02,0,2026-08-17,real_engine,0,0.0,0,0,106750568,0.0,16548,0
