store_id,model_id,allocated_units,week_start_date,strategy,flow_stockout,flow_weeks_of_cover,flow_dead_stock,flow_realized_cogs,flow_inventory_value,flow_markdown_loss
HUB-01,M05,2,2025-09-08,real_engine,0,2.0,0,53668,24740548,0.0
TUM-01,M05,2,2025-09-08,real_engine,0,1.0,0,53668,24794216,0.0
DAV-02,M05,2,2025-09-08,real_engine,0,2.0,0,53668,24847884,0.0
MAN-02,M05,2,2025-09-08,real_engine,0,2.0,0,53668,24901552,0.0
SHI-01,M05,2,2025-09-08,real_engine,0,20.0,0,53668,24955220,0.0
BLR-04,M05,1,2025-09-08,real_engine,0,10.0,0,26834,24982054,0.0
BLR-06,M05,1,2025-09-08,real_engine,1,0.5,0,26834,25008888,0.0
BLR-07,M05,1,2025-09-08,real_engine,0,10.0,0,26834,25035722,0.0
HUB-02,M05,1,2025-09-08,real_engine,0,0.5,0,26834,25062556,0.0
DAV-01,M05,1,2025-09-08,real_engine,0,1.0,0,26834,25089390,0.0
BEL-01,M05,1,2025-09-08,real_engine,0,0.5,0,26834,25116224,0.0
BEL-02,M05,1,2025-09-08,real_engine,0,10.0,0,26834,25143058,0.0
HOS-01,M05,1,2025-09-08,real_engine,0,10.0,0,26834,25169892,0.0
UDU-01,M05,1,2025-09-08,real_engine,1,0.5,0,26834,25196726,0.0
KOL-01,M05,1,2025-09-08,real_engine,0,10.0,1,0,25223560,6708.5
BLR-02,M07,4,2025-09-08,real_engine,0,0.8,0,95632,25319192,0.0
BLR-05,M06,3,2025-09-08,real_engine,0,3.0,0,60387,25379579,0.0
MYS-01,M06,3,2025-09-08,real_engine,0,1.0,0,60387,25439966,0.0
TUM-02,M06,3,2025-09-08,real_engine,0,1.5,0,60387,25500353,0.0
KOL-01,M06,3,2025-09-08,real_engine,0,30.0,0,60387,25560740,0.0
MYS-01,F06,1,2025-09-08,real_engine,0,1.0,0,53059,25613799,0.0
BLR-04,M07,3,2025-09-08,real_engine,0,3.0,0,71724,25685523,0.0
BLR-06,M07,3,2025-09-08,real_engine,0,1.0,0,71724,25757247,0.0
BLR-07,M07,3,2025-09-08,real_engine,0,3.0,0,71724,25828971,0.0
BLR-08,M07,3,2025-09-08,real_engine,0,3.0,0,71724,25900695,0.0
MYS-02,M07,3,2025-09-08,real_engine,0,30.0,0,71724,25972419,0.0
HUB-01,M07,3,2025-09-08,real_engine,0,1.0,0,71724,26044143,0.0
TUM-01,M07,3,2025-09-08,real_engine,0,3.0,0,71724,26115867,0.0
DAV-01,M07,3,2025-09-08,real_engine,0,3.0,0,71724,26187591,0.0
DAV-02,M07,3,2025-09-08,real_engine,0,30.0,0,71724,26259315,0.0
BEL-02,M07,3,2025-09-08,real_engine,0,30.0,0,71724,26331039,0.0
MAN-02,M07,3,2025-09-08,real_engine,0,1.5,0,71724,26402763,0.0
SHI-01,M07,3,2025-09-08,real_engine,0,3.0,0,71724,26474487,0.0
HUB-01,M08,2,2025-09-08,real_engine,0,20.0,0,49038,26523525,0.0
BLR-08,F02,1,2025-09-08,real_engine,0,1.0,0,66229,26589754,0.0
BEL-01,M08,2,2025-09-08,real_engine,0,20.0,0,49038,26638792,0.0
BLR-05,F07,1,2025-09-08,real_engine,0,10.0,0,99781,26738573,0.0
DAV-01,F06,1,2025-09-08,real_engine,0,10.0,0,53059,26791632,0.0
BLR-06,M08,2,2025-09-08,real_engine,0,2.0,0,49038,26840670,0.0
MAN-01,M08,3,2025-09-08,real_engine,0,1.5,0,73557,26914227,0.0
BLR-02,M01,3,2025-09-08,real_engine,0,30.0,0,40920,26975607,5115.0
BLR-07,F06,1,2025-09-08,real_engine,0,10.0,1,0,27028666,13264.75
MYS-01,M08,2,2025-09-08,real_engine,0,20.0,0,49038,27077704,0.0
HUB-01,F07,1,2025-09-08,real_engine,0,10.0,1,0,27177485,24945.25
UDU-01,F06,1,2025-09-08,real_engine,0,10.0,0,53059,27230544,0.0
BLR-04,F01,1,2025-09-08,real_engine,0,10.0,0,61349,27291893,0.0
BLR-05,F03,1,2025-09-08,real_engine,0,10.0,1,0,27347423,13882.5
BEL-01,F07,1,2025-09-08,real_engine,0,1.0,0,99781,27447204,0.0
HUB-02,F06,1,2025-09-08,real_engine,0,10.0,1,0,27500263,13264.75
DAV-01,M08,2,2025-09-08,real_engine,0,2.0,0,49038,27549301,0.0
BLR-06,F07,1,2025-09-08,real_engine,0,10.0,1,0,27649082,24945.25
SHI-01,F06,1,2025-09-08,real_engine,0,10.0,1,0,27702141,13264.75
HUB-01,F03,1,2025-09-08,real_engine,0,10.0,1,0,27757671,13882.5
BLR-07,M08,2,2025-09-08,real_engine,0,20.0,0,49038,27806709,0.0
MYS-01,F07,1,2025-09-08,real_engine,0,10.0,1,0,27906490,24945.25
TUM-02,M05,1,2025-09-08,real_engine,1,0.3333333333333333,0,26834,27933324,0.0
BLR-08,M01,2,2025-09-08,real_engine,0,1.0,0,40920,27974244,0.0
BEL-01,M07,2,2025-09-08,real_engine,0,20.0,0,47816,28022060,0.0
BLR-01,F01,1,2025-09-08,real_engine,0,1.0,0,61349,28083409,0.0
UDU-01,M08,2,2025-09-08,real_engine,0,20.0,0,49038,28132447,0.0
BLR-06,M06,2,2025-09-08,real_engine,0,2.0,0,40258,28172705,0.0
BEL-01,F03,1,2025-09-08,real_engine,0,1.0,1,0,28228235,13882.5
MAN-02,M08,2,2025-09-08,real_engine,0,20.0,0,49038,28277273,0.0
BEL-02,F06,1,2025-09-08,real_engine,0,10.0,1,0,28330332,13264.75
HUB-01,M04,2,2025-09-08,real_engine,0,20.0,0,42778,28373110,0.0
DAV-01,F07,1,2025-09-08,real_engine,0,10.0,1,0,28472891,24945.25
HUB-02,M08,2,2025-09-08,real_engine,0,20.0,0,49038,28521929,0.0
KOL-01,M01,1,2025-09-08,real_engine,0,1.0,0,20460,28542389,0.0
MYS-01,M07,2,2025-09-08,real_engine,1,0.4,0,47816,28590205,0.0
BLR-05,B05,6,2025-09-08,real_engine,0,1.0,0,60762,28650967,0.0
UDU-01,B05,6,2025-09-08,real_engine,0,1.5,0,60762,28711729,0.0
SHI-01,M08,2,2025-09-08,real_engine,0,20.0,0,49038,28760767,0.0
MYS-01,F03,1,2025-09-08,real_engine,0,10.0,1,0,28816297,13882.5
MYS-02,F06,1,2025-09-08,real_engine,0,10.0,1,0,28869356,13264.75
BLR-07,F07,1,2025-09-08,real_engine,0,10.0,1,0,28969137,24945.25
TUM-01,M08,2,2025-09-08,real_engine,0,20.0,0,49038,29018175,0.0
KAL-01,F06,1,2025-09-08,real_engine,0,1.0,0,53059,29071234,0.0
UDU-01,F07,1,2025-09-08,real_engine,0,10.0,1,0,29171015,24945.25
BLR-05,F05,1,2025-09-08,real_engine,0,1.0,0,89165,29260180,0.0
MAN-02,F07,1,2025-09-08,real_engine,0,10.0,0,99781,29359961,0.0
DAV-01,F03,1,2025-09-08,real_engine,0,10.0,1,0,29415491,13882.5
SHI-01,B05,8,2025-09-08,real_engine,0,0.8888888888888888,0,81016,29496507,0.0
BEL-02,M08,2,2025-09-08,real_engine,0,2.0,0,49038,29545545,0.0
BLR-02,B05,4,2025-09-08,real_engine,0,1.3333333333333333,0,40508,29586053,0.0
DAV-02,F06,1,2025-09-08,real_engine,0,1.0,0,53059,29639112,0.0
HUB-02,F07,1,2025-09-08,real_engine,0,0.5,0,99781,29738893,0.0
BLR-05,B08,12,2025-09-08,real_engine,0,2.4,0,116208,29855101,0.0
UDU-01,M06,2,2025-09-08,real_engine,0,20.0,0,40258,29895359,0.0
SHI-01,F07,1,2025-09-08,real_engine,0,10.0,1,0,29995140,24945.25
BLR-07,F03,1,2025-09-08,real_engine,0,10.0,0,55530,30050670,0.0
HUB-01,B05,10,2025-09-08,real_engine,0,1.25,0,101270,30151940,0.0
MYS-02,M08,2,2025-09-08,real_engine,0,2.0,0,49038,30200978,0.0
UDU-01,M07,2,2025-09-08,real_engine,0,20.0,0,47816,30248794,0.0
HUB-01,F05,1,2025-09-08,real_engine,0,10.0,0,89165,30337959,0.0
SHI-01,B03,6,2025-09-08,real_engine,0,3.0,0,44406,30382365,0.0
BLR-05,F04,1,2025-09-08,real_engine,0,10.0,1,0,30436181,13454.0
TUM-01,F07,1,2025-09-08,real_engine,0,10.0,1,0,30535962,24945.25
UDU-01,F03,1,2025-09-08,real_engine,0,10.0,1,0,30591492,13882.5
TUM-02,B01,3,2025-09-08,real_engine,0,3.0,0,19320,30610812,0.0
KAL-01,M08,2,2025-09-08,real_engine,0,2.0,0,49038,30659850,0.0
HUB-02,M06,2,2025-09-08,real_engine,0,2.0,0,40258,30700108,0.0
MAN-02,F03,1,2025-09-08,real_engine,0,10.0,1,0,30755638,13882.5
HOS-01,F06,1,2025-09-08,real_engine,0,10.0,0,53059,30808697,0.0
BEL-01,F05,1,2025-09-08,real_engine,0,10.0,0,89165,30897862,0.0
HUB-02,B08,9,2025-09-08,real_engine,0,2.25,0,87156,30985018,0.0
HUB-02,M07,2,2025-09-08,real_engine,0,20.0,0,47816,31032834,0.0
HUB-02,F03,1,2025-09-08,real_engine,0,10.0,1,0,31088364,13882.5
BEL-02,F07,1,2025-09-08,real_engine,0,10.0,1,0,31188145,24945.25
HUB-01,F04,1,2025-09-08,real_engine,0,10.0,1,0,31241961,13454.0
DAV-02,M08,2,2025-09-08,real_engine,0,20.0,0,49038,31290999,0.0
BLR-03,B05,4,2025-09-08,real_engine,0,4.0,0,40508,31331507,0.0
MYS-01,B08,8,2025-09-08,real_engine,0,1.6,0,77472,31408979,0.0
MAN-02,B08,8,2025-09-08,real_engine,0,1.6,0,77472,31486451,0.0
TUM-01,M06,2,2025-09-08,real_engine,0,20.0,0,40258,31526709,0.0
TUM-02,F06,1,2025-09-08,real_engine,0,10.0,0,53059,31579768,0.0
MYS-01,F05,1,2025-09-08,real_engine,0,10.0,1,0,31668933,22291.25
BEL-01,F04,1,2025-09-08,real_engine,0,10.0,1,0,31722749,13454.0
TUM-01,F03,1,2025-09-08,real_engine,0,10.0,1,0,31778279,13882.5
BLR-04,B05,4,2025-09-08,real_engine,0,4.0,0,40508,31818787,0.0
MYS-02,F07,1,2025-09-08,real_engine,0,10.0,0,99781,31918568,0.0
UDU-01,B08,7,2025-09-08,real_engine,0,3.5,0,67788,31986356,0.0
KOL-01,B08,7,2025-09-08,real_engine,0,1.0,0,67788,32054144,0.0
BLR-06,F04,1,2025-09-08,real_engine,0,1.0,0,53816,32107960,0.0
KAL-01,F07,1,2025-09-08,real_engine,0,10.0,1,0,32207741,24945.25
BLR-01,M06,2,2025-09-08,real_engine,0,2.0,0,40258,32247999,0.0
BLR-04,M06,2,2025-09-08,real_engine,0,2.0,0,40258,32288257,0.0
BLR-07,M06,2,2025-09-08,real_engine,1,0.6666666666666666,0,40258,32328515,0.0
BEL-02,M06,2,2025-09-08,real_engine,0,2.0,0,40258,32368773,0.0
MAN-02,M06,2,2025-09-08,real_engine,0,1.0,0,40258,32409031,0.0
BLR-01,B09,7,2025-09-08,real_engine,0,7.0,0,24170,32493626,15106.25
BLR-06,B09,7,2025-09-08,real_engine,1,0.875,0,84595,32578221,0.0
KAL-01,B09,7,2025-09-08,real_engine,0,1.0,0,84595,32662816,0.0
HOS-01,B09,7,2025-09-08,real_engine,0,2.3333333333333335,0,84595,32747411,0.0
HOS-01,M08,2,2025-09-08,real_engine,0,20.0,0,49038,32796449,0.0
BEL-02,F03,1,2025-09-08,real_engine,0,10.0,0,55530,32851979,0.0
BLR-05,M07,2,2025-09-08,real_engine,0,1.0,0,47816,32899795,0.0
MAN-01,M07,2,2025-09-08,real_engine,1,0.5,0,47816,32947611,0.0
HOS-01,M07,2,2025-09-08,real_engine,0,2.0,0,47816,32995427,0.0
KOL-01,M07,2,2025-09-08,real_engine,0,20.0,0,47816,33043243,0.0
MYS-01,F04,1,2025-09-08,real_engine,0,10.0,0,53816,33097059,0.0
MYS-02,M06,2,2025-09-08,real_engine,0,2.0,0,40258,33137317,0.0
MYS-02,B08,6,2025-09-08,real_engine,0,1.2,0,58104,33195421,0.0
DAV-02,B08,6,2025-09-08,real_engine,1,0.8571428571428571,0,58104,33253525,0.0
BLR-03,B09,5,2025-09-08,real_engine,0,1.6666666666666667,0,60425,33313950,0.0
DAV-02,F07,1,2025-09-08,real_engine,0,10.0,1,0,33413731,24945.25
BLR-07,B05,5,2025-09-08,real_engine,0,50.0,0,50635,33464366,0.0
BEL-01,B05,5,2025-09-08,real_engine,1,0.625,0,50635,33515001,0.0
MYS-02,B05,4,2025-09-08,real_engine,0,1.3333333333333333,0,40508,33555509,0.0
BLR-08,B05,2,2025-09-08,real_engine,0,1.0,0,20254,33575763,0.0
TUM-01,B05,2,2025-09-08,real_engine,0,1.0,0,20254,33596017,0.0
TUM-02,B05,2,2025-09-08,real_engine,1,0.6666666666666666,0,20254,33616271,0.0
DAV-01,B05,2,2025-09-08,real_engine,0,1.0,0,20254,33636525,0.0
DAV-02,B05,2,2025-09-08,real_engine,0,1.0,0,20254,33656779,0.0
BEL-02,B05,2,2025-09-08,real_engine,1,0.4,0,20254,33677033,0.0
MAN-01,B05,2,2025-09-08,real_engine,0,0.5,0,20254,33697287,0.0
HUB-02,B05,1,2025-09-08,real_engine,0,10.0,0,10127,33707414,0.0
HOS-01,B05,1,2025-09-08,real_engine,0,1.0,0,10127,33717541,0.0
MYS-01,B05,6,2025-09-08,real_engine,0,60.0,0,60762,33778303,0.0
BLR-01,B05,3,2025-09-08,real_engine,0,3.0,0,30381,33808684,0.0
BLR-06,B05,3,2025-09-08,real_engine,0,3.0,0,30381,33839065,0.0
MAN-02,B05,3,2025-09-08,real_engine,1,0.75,0,30381,33869446,0.0
KAL-01,B05,3,2025-09-08,real_engine,1,0.6,0,30381,33899827,0.0
KOL-01,B05,3,2025-09-08,real_engine,0,3.0,0,30381,33930208,0.0
BLR-05,F02,1,2025-09-08,real_engine,0,10.0,1,0,33996437,16557.25
BLR-03,B04,4,2025-09-08,real_engine,0,4.0,0,35144,34031581,0.0
KAL-01,M06,2,2025-09-08,real_engine,1,0.5,0,40258,34071839,0.0
MYS-02,F03,1,2025-09-08,real_engine,0,10.0,1,0,34127369,13882.5
HOS-01,B01,1,2025-09-08,real_engine,0,1.0,0,6440,34133809,0.0
TUM-02,M08,2,2025-09-08,real_engine,1,0.6666666666666666,0,49038,34182847,0.0
BEL-01,B09,6,2025-09-08,real_engine,1,0.75,0,72510,34255357,0.0
BLR-07,F05,1,2025-09-08,real_engine,0,10.0,0,89165,34344522,0.0
KAL-01,M07,2,2025-09-08,real_engine,0,20.0,0,47816,34392338,0.0
BLR-04,B04,4,2025-09-08,real_engine,0,4.0,0,35144,34427482,0.0
KAL-01,F03,1,2025-09-08,real_engine,0,10.0,1,0,34483012,13882.5
DAV-01,F04,1,2025-09-08,real_engine,0,10.0,1,0,34536828,13454.0
BLR-05,B01,2,2025-09-08,real_engine,0,2.0,0,12880,34549708,0.0
BLR-07,B01,2,2025-09-08,real_engine,0,1.0,0,12880,34562588,0.0
MYS-02,B01,2,2025-09-08,real_engine,0,1.0,0,12880,34575468,0.0
HUB-01,B01,2,2025-09-08,real_engine,0,2.0,0,12880,34588348,0.0
TUM-01,B01,2,2025-09-08,real_engine,0,2.0,1,0,34601228,3220.0
BEL-01,B01,2,2025-09-08,real_engine,0,1.0,0,12880,34614108,0.0
SHI-01,B01,2,2025-09-08,real_engine,0,1.0,0,12880,34626988,0.0
KAL-01,B01,2,2025-09-08,real_engine,0,2.0,0,12880,34639868,0.0
MYS-02,B09,2,2025-09-08,real_engine,0,1.0,0,24170,34664038,0.0
HUB-01,F02,1,2025-09-08,real_engine,0,10.0,1,0,34730267,16557.25
MAN-02,F05,1,2025-09-08,real_engine,0,1.0,1,0,34819432,22291.25
BLR-06,B08,5,2025-09-08,real_engine,1,0.7142857142857143,0,48420,34867852,0.0
BLR-08,B08,5,2025-09-08,real_engine,0,1.25,0,48420,34916272,0.0
TUM-01,B08,5,2025-09-08,real_engine,0,1.25,0,48420,34964692,0.0
TUM-02,B08,5,2025-09-08,real_engine,0,2.5,0,48420,35013112,0.0
SHI-01,B08,5,2025-09-08,real_engine,0,1.6666666666666667,0,48420,35061532,0.0
HOS-01,B08,5,2025-09-08,real_engine,0,1.6666666666666667,0,48420,35109952,0.0
BLR-07,F04,1,2025-09-08,real_engine,0,10.0,1,0,35163768,13454.0
DAV-02,F03,1,2025-09-08,real_engine,0,10.0,1,0,35219298,13882.5
HUB-02,F05,1,2025-09-08,real_engine,0,10.0,1,0,35308463,22291.25
BLR-07,B09,5,2025-09-08,real_engine,0,1.25,0,60425,35368888,0.0
HUB-02,B09,5,2025-09-08,real_engine,0,1.0,0,60425,35429313,0.0
DAV-02,B09,5,2025-09-08,real_engine,0,1.25,0,60425,35489738,0.0
UDU-01,B09,5,2025-09-08,real_engine,0,1.0,0,60425,35550163,0.0
BEL-01,F02,1,2025-09-08,real_engine,0,10.0,1,0,35616392,16557.25
UDU-01,F04,1,2025-09-08,real_engine,0,10.0,1,0,35670208,13454.0
MAN-01,B01,2,2025-09-08,real_engine,0,0.6666666666666666,0,12880,35683088,0.0
SHI-01,F05,1,2025-09-08,real_engine,0,10.0,1,0,35772253,22291.25
DAV-02,B04,6,2025-09-08,real_engine,0,3.0,0,52716,35824969,0.0
UDU-01,B04,6,2025-09-08,real_engine,0,1.0,0,52716,35877685,0.0
BLR-05,B04,5,2025-09-08,real_engine,0,1.0,0,43930,35921615,0.0
MYS-01,B04,5,2025-09-08,real_engine,0,1.6666666666666667,0,43930,35965545,0.0
BEL-01,B04,5,2025-09-08,real_engine,0,50.0,0,43930,36009475,0.0
BLR-07,B04,4,2025-09-08,real_engine,0,1.3333333333333333,0,35144,36044619,0.0
HUB-01,B04,4,2025-09-08,real_engine,1,0.5714285714285714,0,35144,36079763,0.0
BLR-02,B04,3,2025-09-08,real_engine,0,30.0,0,26358,36106121,0.0
HUB-02,B04,3,2025-09-08,real_engine,1,0.6,0,26358,36132479,0.0
TUM-01,B04,3,2025-09-08,real_engine,0,30.0,0,26358,36158837,0.0
TUM-02,B04,3,2025-09-08,real_engine,0,3.0,0,26358,36185195,0.0
MAN-02,B04,3,2025-09-08,real_engine,0,30.0,0,26358,36211553,0.0
SHI-01,B04,3,2025-09-08,real_engine,0,0.75,0,26358,36237911,0.0
BLR-01,B04,2,2025-09-08,real_engine,0,20.0,0,17572,36255483,0.0
BLR-06,B04,2,2025-09-08,real_engine,1,0.5,0,17572,36273055,0.0
BLR-08,B04,2,2025-09-08,real_engine,0,20.0,0,17572,36290627,0.0
DAV-01,B04,2,2025-09-08,real_engine,1,0.3333333333333333,0,17572,36308199,0.0
BEL-02,B04,2,2025-09-08,real_engine,0,2.0,0,17572,36325771,0.0
KAL-01,B04,2,2025-09-08,real_engine,1,0.3333333333333333,0,17572,36343343,0.0
HOS-01,B04,2,2025-09-08,real_engine,1,0.6666666666666666,0,17572,36360915,0.0
KOL-01,B04,2,2025-09-08,real_engine,1,0.5,0,17572,36378487,0.0
MYS-02,B04,1,2025-09-08,real_engine,0,1.0,0,8786,36387273,0.0
BLR-06,F02,1,2025-09-08,real_engine,0,10.0,1,0,36453502,16557.25
TUM-02,B03,6,2025-09-08,real_engine,0,3.0,0,44406,36497908,0.0
UDU-01,B03,6,2025-09-08,real_engine,0,1.2,0,44406,36542314,0.0
BLR-05,B03,4,2025-09-08,real_engine,0,1.0,0,29604,36571918,0.0
HUB-01,B03,4,2025-09-08,real_engine,0,1.0,0,29604,36601522,0.0
MAN-02,B03,4,2025-09-08,real_engine,0,2.0,0,29604,36631126,0.0
KAL-01,B03,4,2025-09-08,real_engine,0,4.0,0,29604,36660730,0.0
BLR-06,B03,3,2025-09-08,real_engine,0,3.0,0,22203,36682933,0.0
MYS-02,B03,3,2025-09-08,real_engine,0,30.0,0,22203,36705136,0.0
HUB-02,B03,3,2025-09-08,real_engine,1,0.6,0,22203,36727339,0.0
DAV-02,B03,3,2025-09-08,real_engine,1,0.75,0,22203,36749542,0.0
BEL-01,B03,3,2025-09-08,real_engine,1,0.75,0,22203,36771745,0.0
HOS-01,B03,3,2025-09-08,real_engine,0,1.0,0,22203,36793948,0.0
BLR-01,B03,2,2025-09-08,real_engine,0,20.0,0,7401,36808750,1850.25
BLR-03,B03,2,2025-09-08,real_engine,0,2.0,1,0,36823552,3700.5
BLR-07,B03,2,2025-09-08,real_engine,0,1.0,0,14802,36838354,0.0
TUM-01,B03,2,2025-09-08,real_engine,1,0.6666666666666666,0,14802,36853156,0.0
BEL-02,B03,2,2025-09-08,real_engine,1,0.6666666666666666,0,14802,36867958,0.0
MAN-01,B03,2,2025-09-08,real_engine,0,1.0,0,14802,36882760,0.0
BLR-02,B03,1,2025-09-08,real_engine,0,10.0,0,7401,36890161,0.0
BLR-04,B03,1,2025-09-08,real_engine,0,10.0,1,0,36897562,1850.25
BLR-08,B03,1,2025-09-08,real_engine,0,0.5,0,7401,36904963,0.0
MYS-01,B03,1,2025-09-08,real_engine,1,0.14285714285714285,0,7401,36912364,0.0
KOL-01,B03,1,2025-09-08,real_engine,0,10.0,0,7401,36919765,0.0
TUM-02,F07,1,2025-09-08,real_engine,0,10.0,1,0,37019546,24945.25
TUM-01,F05,1,2025-09-08,real_engine,0,10.0,1,0,37108711,22291.25
HUB-02,F04,1,2025-09-08,real_engine,0,10.0,1,0,37162527,13454.0
BLR-05,B09,9,2025-09-08,real_engine,0,1.5,0,108765,37271292,0.0
MYS-01,F02,1,2025-09-08,real_engine,0,10.0,1,0,37337521,16557.25
SHI-01,F04,1,2025-09-08,real_engine,0,10.0,1,0,37391337,13454.0
BLR-08,B01,2,2025-09-08,real_engine,0,20.0,0,12880,37404217,0.0
MAN-01,B04,3,2025-09-08,real_engine,1,0.75,0,26358,37430575,0.0
BLR-07,B08,4,2025-09-08,real_engine,0,2.0,0,38736,37469311,0.0
DAV-01,B08,4,2025-09-08,real_engine,0,1.0,0,38736,37508047,0.0
BEL-01,B08,4,2025-09-08,real_engine,1,0.2857142857142857,0,38736,37546783,0.0
TUM-01,F04,1,2025-09-08,real_engine,0,10.0,0,53816,37600599,0.0
TUM-02,M07,2,2025-09-08,real_engine,0,20.0,0,47816,37648415,0.0
TUM-02,F03,1,2025-09-08,real_engine,0,10.0,1,0,37703945,13882.5
DAV-01,F02,1,2025-09-08,real_engine,0,10.0,1,0,37770174,16557.25
BLR-02,B09,4,2025-09-08,real_engine,0,2.0,0,48340,37818514,0.0
BLR-04,B09,4,2025-09-08,real_engine,0,2.0,0,48340,37866854,0.0
HUB-01,B09,4,2025-09-08,real_engine,0,1.0,0,48340,37915194,0.0
TUM-02,B09,4,2025-09-08,real_engine,0,1.0,0,48340,37963534,0.0
DAV-01,B09,4,2025-09-08,real_engine,1,0.8,0,48340,38011874,0.0
SHI-01,B09,4,2025-09-08,real_engine,0,4.0,0,48340,38060214,0.0
MYS-02,F05,1,2025-09-08,real_engine,0,10.0,1,0,38149379,22291.25
MYS-01,B02,6,2025-09-08,real_engine,0,3.0,0,50676,38200055,0.0
KOL-01,B01,1,2025-09-08,real_engine,1,0.5,0,6440,38206495,0.0
MAN-01,F01,1,2025-09-08,real_engine,0,10.0,0,61349,38267844,0.0
KAL-01,F05,1,2025-09-08,real_engine,0,10.0,0,89165,38357009,0.0
MAN-01,B08,4,2025-09-08,real_engine,1,0.8,0,38736,38395745,0.0
DAV-01,B03,2,2025-09-08,real_engine,1,0.5,0,14802,38410547,0.0
BLR-07,F02,1,2025-09-08,real_engine,0,10.0,0,66229,38476776,0.0
UDU-01,F02,1,2025-09-08,real_engine,0,10.0,1,0,38543005,16557.25
MYS-02,F04,1,2025-09-08,real_engine,0,10.0,1,0,38596821,13454.0
KOL-01,F07,1,2025-09-08,real_engine,0,1.0,0,99781,38696602,0.0
MAN-01,B09,4,2025-09-08,real_engine,0,2.0,0,48340,38744942,0.0
BLR-01,B01,3,2025-09-08,real_engine,0,1.5,0,12880,38764262,1610.0
DAV-02,F05,1,2025-09-08,real_engine,0,1.0,0,89165,38853427,0.0
BLR-05,M05,2,2025-09-08,real_engine,0,20.0,0,53668,38907095,0.0
MAN-02,F02,1,2025-09-08,real_engine,0,10.0,1,0,38973324,16557.25
KAL-01,F04,1,2025-09-08,real_engine,0,10.0,1,0,39027140,13454.0
BLR-08,F01,1,2025-09-08,real_engine,0,10.0,0,61349,39088489,0.0
HUB-02,F02,1,2025-09-08,real_engine,0,10.0,1,0,39154718,16557.25
BLR-05,B07,7,2025-09-08,real_engine,0,7.0,0,78995,39233713,0.0
BEL-02,B07,7,2025-09-08,real_engine,0,1.1666666666666667,0,78995,39312708,0.0
HUB-01,B10,7,2025-09-08,real_engine,0,7.0,0,49420,39362128,0.0
TUM-01,B10,7,2025-09-08,real_engine,0,2.3333333333333335,0,49420,39411548,0.0
SHI-01,F02,1,2025-09-08,real_engine,0,10.0,1,0,39477777,16557.25
DAV-02,F04,1,2025-09-08,real_engine,0,10.0,1,0,39531593,13454.0
BLR-07,B07,8,2025-09-08,real_engine,0,4.0,0,90280,39621873,0.0
BLR-03,B10,5,2025-09-08,real_engine,0,5.0,0,14120,39657173,5295.0
HOS-01,F05,1,2025-09-08,real_engine,0,10.0,1,0,39746338,22291.25
TUM-01,F02,1,2025-09-08,real_engine,0,10.0,1,0,39812567,16557.25
KOL-01,F03,1,2025-09-08,real_engine,0,10.0,1,0,39868097,13882.5
BLR-04,B10,5,2025-09-08,real_engine,0,2.5,0,21180,39903397,3530.0
BEL-02,F02,1,2025-09-08,real_engine,0,10.0,1,0,39969626,16557.25
BLR-02,B08,3,2025-09-08,real_engine,1,0.375,0,29052,39998678,0.0
HUB-01,B08,3,2025-09-08,real_engine,1,0.5,0,29052,40027730,0.0
TUM-02,F05,1,2025-09-08,real_engine,0,1.0,1,0,40116895,22291.25
MYS-02,B10,2,2025-09-08,real_engine,0,1.0,0,14120,40131015,0.0
HOS-01,F04,1,2025-09-08,real_engine,0,10.0,1,0,40184831,13454.0
KAL-01,B10,2,2025-09-08,real_engine,1,0.6666666666666666,0,14120,40198951,0.0
MYS-01,B09,3,2025-09-08,real_engine,1,0.5,0,36255,40235206,0.0
TUM-01,B09,3,2025-09-08,real_engine,0,1.0,0,36255,40271461,0.0
BEL-02,B09,3,2025-09-08,real_engine,0,1.5,0,36255,40307716,0.0
MAN-02,B09,3,2025-09-08,real_engine,0,1.5,0,36255,40343971,0.0
MYS-02,F02,1,2025-09-08,real_engine,0,10.0,1,0,40410200,16557.25
MYS-01,B10,5,2025-09-08,real_engine,0,2.5,0,35300,40445500,0.0
KAL-01,F02,1,2025-09-08,real_engine,0,10.0,1,0,40511729,16557.25
BLR-01,B10,5,2025-09-08,real_engine,0,50.0,0,7060,40547029,7060.0
BLR-05,B02,5,2025-09-08,real_engine,0,1.6666666666666667,0,42230,40589259,0.0
HOS-01,B02,4,2025-09-08,real_engine,0,2.0,0,33784,40623043,0.0
BLR-07,B02,2,2025-09-08,real_engine,0,20.0,0,16892,40639935,0.0
MYS-02,B02,2,2025-09-08,real_engine,0,2.0,0,16892,40656827,0.0
HUB-01,B02,2,2025-09-08,real_engine,0,1.0,0,16892,40673719,0.0
BEL-01,B02,2,2025-09-08,real_engine,0,1.0,0,16892,40690611,0.0
BEL-02,B02,2,2025-09-08,real_engine,0,20.0,0,16892,40707503,0.0
SHI-01,B02,2,2025-09-08,real_engine,1,0.6666666666666666,0,16892,40724395,0.0
BLR-02,B02,1,2025-09-08,real_engine,0,0.5,0,8446,40732841,0.0
BLR-04,B02,1,2025-09-08,real_engine,1,0.5,0,8446,40741287,0.0
TUM-01,B02,1,2025-09-08,real_engine,1,0.5,0,8446,40749733,0.0
