store_id,store_name,model_id,model_name,requested_units,allocated_units,shortfall_units,rupee_shortfall,reason
TUM-02,MobiMart SS Puram,M05,Vivo V50e,1,0,1,26834,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,F04,Vivo X200,1,0,1,53816,budget exhausted before full demand could be covered
KAL-01,MobiMart KCD Road,F02,iPhone 16,1,0,1,66229,budget exhausted before full demand could be covered
BLR-02,MobiMart Koramangala,F05,Pixel 9 Pro,1,0,1,89165,budget exhausted before full demand could be covered
BLR-03,MobiMart Indiranagar,F05,Pixel 9 Pro,1,0,1,89165,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,F06,Xiaomi 15,1,0,1,53059,budget exhausted before full demand could be covered
MYS-02,MobiMart Kuvempunagar,F09,OnePlus Open 2,1,0,1,97367,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,F09,OnePlus Open 2,1,0,1,97367,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,F09,OnePlus Open 2,1,0,1,97367,budget exhausted before full demand could be covered
HUB-01,MobiMart Vidya Nagar,B02,Samsung Galaxy M05,2,0,2,16892,budget exhausted before full demand could be covered
MYS-02,MobiMart Kuvempunagar,F07,iPhone 16 Pro,1,0,1,99781,budget exhausted before full demand could be covered
HUB-02,MobiMart Gokul Road,B12,Samsung Galaxy M06,1,0,1,9430,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,M15,Vivo V51e,1,0,1,26653,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,B13,Redmi A6,2,0,2,17008,budget exhausted before full demand could be covered
UDU-01,MobiMart Udupi Main Road,B13,Redmi A6,2,0,2,17008,budget exhausted before full demand could be covered
BLR-01,MobiMart Jayanagar,M09,Samsung Galaxy A36,1,0,1,28135,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,F01,Samsung Galaxy S25,1,0,1,61349,budget exhausted before full demand could be covered
HUB-01,MobiMart Vidya Nagar,B11,Nokia 125 Power,1,0,1,7505,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,F12,iPhone 17 Pro,1,0,1,98296,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,F12,iPhone 17 Pro,1,0,1,98296,budget exhausted before full demand could be covered
BLR-07,MobiMart Yelahanka,B05,Moto G15 Play,1,0,1,10127,budget exhausted before full demand could be covered
SHI-01,MobiMart Vidya Nagar,B20,Nokia 3310 Max,1,0,1,8492,budget exhausted before full demand could be covered
KAL-01,MobiMart KCD Road,F07,iPhone 16 Pro,1,0,1,99781,budget exhausted before full demand could be covered
TUM-01,MobiMart MG Road,M10,OnePlus Nord 5,1,0,1,25610,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,F02,iPhone 16,1,0,1,66229,budget exhausted before full demand could be covered
HUB-02,MobiMart Gokul Road,B10,Nokia 3210 4G,1,0,1,7060,budget exhausted before full demand could be covered
DAV-01,MobiMart PJ Extension,B10,Nokia 3210 4G,1,0,1,7060,budget exhausted before full demand could be covered
MYS-02,MobiMart Kuvempunagar,F11,Samsung Galaxy S26,1,0,1,66735,budget exhausted before full demand could be covered
KOL-01,MobiMart Station Road,M16,Motorola Edge 70 Fusion,1,0,1,20680,budget exhausted before full demand could be covered
BLR-05,MobiMart Malleshwaram,B09,Realme C75x,1,0,1,12085,budget exhausted before full demand could be covered
UDU-01,MobiMart Udupi Main Road,B09,Realme C75x,1,0,1,12085,budget exhausted before full demand could be covered
KAL-01,MobiMart KCD Road,B08,Samsung Galaxy F06,1,0,1,9684,budget exhausted before full demand could be covered
HOS-01,MobiMart Hosur Road,B08,Samsung Galaxy F06,1,0,1,9684,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,F07,iPhone 16 Pro,1,0,1,99781,budget exhausted before full demand could be covered
KOL-01,MobiMart Station Road,F05,Pixel 9 Pro,1,0,1,89165,budget exhausted before full demand could be covered
DAV-01,MobiMart PJ Extension,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
UDU-01,MobiMart Udupi Main Road,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
KOL-01,MobiMart Station Road,F09,OnePlus Open 2,1,0,1,97367,budget exhausted before full demand could be covered
BLR-03,MobiMart Indiranagar,B14,Realme Note 70,2,0,2,19852,budget exhausted before full demand could be covered
HOS-01,MobiMart Hosur Road,F02,iPhone 16,1,0,1,66229,budget exhausted before full demand could be covered
HUB-02,MobiMart Gokul Road,F16,Xiaomi 16,1,0,1,54216,budget exhausted before full demand could be covered
KAL-01,MobiMart KCD Road,F16,Xiaomi 16,1,0,1,54216,budget exhausted before full demand could be covered
UDU-01,MobiMart Udupi Main Road,F16,Xiaomi 16,1,0,1,54216,budget exhausted before full demand could be covered
KOL-01,MobiMart Station Road,F04,Vivo X200,1,0,1,53816,budget exhausted before full demand could be covered
HUB-02,MobiMart Gokul Road,M07,POCO X7 Pro,1,0,1,23908,budget exhausted before full demand could be covered
HOS-01,MobiMart Hosur Road,F07,iPhone 16 Pro,1,0,1,99781,budget exhausted before full demand could be covered
KOL-01,MobiMart Station Road,F06,Xiaomi 15,1,0,1,53059,budget exhausted before full demand could be covered
BLR-04,MobiMart Whitefield,M06,Motorola Edge 60 Fusion,1,0,1,20129,budget exhausted before full demand could be covered
HUB-01,MobiMart Vidya Nagar,M06,Motorola Edge 60 Fusion,1,0,1,20129,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,F02,iPhone 16,1,0,1,66229,budget exhausted before full demand could be covered
BLR-05,MobiMart Malleshwaram,F17,iPhone 17 Pro Max,1,0,1,109430,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,F17,iPhone 17 Pro Max,1,0,1,109430,budget exhausted before full demand could be covered
KAL-01,MobiMart KCD Road,F17,iPhone 17 Pro Max,1,0,1,109430,budget exhausted before full demand could be covered
TUM-01,MobiMart MG Road,M11,Samsung Galaxy A27,1,0,1,20687,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,M11,Samsung Galaxy A27,1,0,1,20687,budget exhausted before full demand could be covered
HOS-01,MobiMart Hosur Road,M11,Samsung Galaxy A27,1,0,1,20687,budget exhausted before full demand could be covered
BLR-01,MobiMart Jayanagar,M08,Nothing Phone (3a),1,0,1,24519,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,M08,Nothing Phone (3a),1,0,1,24519,budget exhausted before full demand could be covered
SHI-01,MobiMart Vidya Nagar,M08,Nothing Phone (3a),1,0,1,24519,budget exhausted before full demand could be covered
MYS-01,MobiMart Devaraja Mohalla,F15,Pixel 10 Pro,1,0,1,92011,budget exhausted before full demand could be covered
KOL-01,MobiMart Station Road,F01,Samsung Galaxy S25,1,0,1,61349,budget exhausted before full demand could be covered
HOS-01,MobiMart Hosur Road,F11,Samsung Galaxy S26,1,0,1,66735,budget exhausted before full demand could be covered
TUM-01,MobiMart MG Road,B12,Samsung Galaxy M06,1,0,1,9430,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,B12,Samsung Galaxy M06,1,0,1,9430,budget exhausted before full demand could be covered
SHI-01,MobiMart Vidya Nagar,B12,Samsung Galaxy M06,1,0,1,9430,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,F07,iPhone 16 Pro,1,0,1,99781,budget exhausted before full demand could be covered
HOS-01,MobiMart Hosur Road,B10,Nokia 3210 4G,1,0,1,7060,budget exhausted before full demand could be covered
BLR-03,MobiMart Indiranagar,F02,iPhone 16,1,0,1,66229,budget exhausted before full demand could be covered
MAN-02,MobiMart Kottara,B04,Realme Note 60,1,0,1,8786,budget exhausted before full demand could be covered
BLR-04,MobiMart Whitefield,F07,iPhone 16 Pro,1,0,1,99781,budget exhausted before full demand could be covered
MAN-01,MobiMart Court Road,F07,iPhone 16 Pro,1,0,1,99781,budget exhausted before full demand could be covered
TUM-01,MobiMart MG Road,B05,Moto G15 Play,1,0,1,10127,budget exhausted before full demand could be covered
BLR-06,MobiMart Rajajinagar,M10,OnePlus Nord 5,1,0,1,25610,budget exhausted before full demand could be covered
BLR-05,MobiMart Malleshwaram,F11,Samsung Galaxy S26,1,0,1,66735,budget exhausted before full demand could be covered
BEL-02,MobiMart Tilakwadi,F11,Samsung Galaxy S26,1,0,1,66735,budget exhausted before full demand could be covered
UDU-01,MobiMart Udupi Main Road,F11,Samsung Galaxy S26,1,0,1,66735,budget exhausted before full demand could be covered
BLR-03,MobiMart Indiranagar,B13,Redmi A6,1,0,1,8504,budget exhausted before full demand could be covered
BLR-03,MobiMart Indiranagar,B11,Nokia 125 Power,1,0,1,7505,budget exhausted before full demand could be covered
BLR-05,MobiMart Malleshwaram,B11,Nokia 125 Power,1,0,1,7505,budget exhausted before full demand could be covered
KOL-01,MobiMart Station Road,F02,iPhone 16,1,0,1,66229,budget exhausted before full demand could be covered
DAV-01,MobiMart PJ Extension,B08,Samsung Galaxy F06,1,0,1,9684,budget exhausted before full demand could be covered
MAN-01,MobiMart Court Road,F05,Pixel 9 Pro,1,0,1,89165,budget exhausted before full demand could be covered
BLR-02,MobiMart Koramangala,M07,POCO X7 Pro,1,0,1,23908,budget exhausted before full demand could be covered
MYS-02,MobiMart Kuvempunagar,M07,POCO X7 Pro,1,0,1,23908,budget exhausted before full demand could be covered
KOL-01,MobiMart Station Road,F07,iPhone 16 Pro,1,0,1,99781,budget exhausted before full demand could be covered
MYS-02,MobiMart Kuvempunagar,M18,Nothing Phone (4a),1,0,1,25721,budget exhausted before full demand could be covered
BLR-05,MobiMart Malleshwaram,B04,Realme Note 60,1,0,1,8786,budget exhausted before full demand could be covered
DAV-01,MobiMart PJ Extension,B04,Realme Note 60,1,0,1,8786,budget exhausted before full demand could be covered
KAL-01,MobiMart KCD Road,B04,Realme Note 60,1,0,1,8786,budget exhausted before full demand could be covered
BEL-02,MobiMart Tilakwadi,M08,Nothing Phone (3a),1,0,1,24519,budget exhausted before full demand could be covered
KOL-01,MobiMart Station Road,F11,Samsung Galaxy S26,1,0,1,66735,budget exhausted before full demand could be covered
BLR-03,MobiMart Indiranagar,B09,Realme C75x,1,0,1,12085,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,B09,Realme C75x,1,0,1,12085,budget exhausted before full demand could be covered
HOS-01,MobiMart Hosur Road,B09,Realme C75x,1,0,1,12085,budget exhausted before full demand could be covered
BLR-04,MobiMart Whitefield,F06,Xiaomi 15,1,0,1,53059,budget exhausted before full demand could be covered
MAN-01,MobiMart Court Road,F06,Xiaomi 15,1,0,1,53059,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,M11,Samsung Galaxy A27,1,0,1,20687,budget exhausted before full demand could be covered
BLR-08,MobiMart Electronic City,B10,Nokia 3210 4G,1,0,1,7060,budget exhausted before full demand could be covered
BLR-02,MobiMart Koramangala,F08,Samsung Galaxy Z Flip7,1,0,1,78119,budget exhausted before full demand could be covered
BLR-04,MobiMart Whitefield,F08,Samsung Galaxy Z Flip7,1,0,1,78119,budget exhausted before full demand could be covered
HUB-01,MobiMart Vidya Nagar,F08,Samsung Galaxy Z Flip7,1,0,1,78119,budget exhausted before full demand could be covered
UDU-01,MobiMart Udupi Main Road,F08,Samsung Galaxy Z Flip7,1,0,1,78119,budget exhausted before full demand could be covered
DAV-01,MobiMart PJ Extension,B05,Moto G15 Play,1,0,1,10127,budget exhausted before full demand could be covered
BEL-02,MobiMart Tilakwadi,B05,Moto G15 Play,1,0,1,10127,budget exhausted before full demand could be covered
MYS-01,MobiMart Devaraja Mohalla,B11,Nokia 125 Power,1,0,1,7505,budget exhausted before full demand could be covered
BLR-03,MobiMart Indiranagar,F10,iPhone 17,1,0,1,66400,budget exhausted before full demand could be covered
MAN-01,MobiMart Court Road,F10,iPhone 17,1,0,1,66400,budget exhausted before full demand could be covered
BLR-03,MobiMart Indiranagar,F01,Samsung Galaxy S25,1,0,1,61349,budget exhausted before full demand could be covered
BEL-02,MobiMart Tilakwadi,F01,Samsung Galaxy S25,1,0,1,61349,budget exhausted before full demand could be covered
BLR-01,MobiMart Jayanagar,M12,Redmi Note 15,1,0,1,17217,budget exhausted before full demand could be covered
BLR-04,MobiMart Whitefield,B08,Samsung Galaxy F06,1,0,1,9684,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,M16,Motorola Edge 70 Fusion,1,0,1,20680,budget exhausted before full demand could be covered
BEL-02,MobiMart Tilakwadi,B12,Samsung Galaxy M06,1,0,1,9430,budget exhausted before full demand could be covered
MAN-01,MobiMart Court Road,B12,Samsung Galaxy M06,1,0,1,9430,budget exhausted before full demand could be covered
HOS-01,MobiMart Hosur Road,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
BLR-07,MobiMart Yelahanka,F14,Vivo X210,1,0,1,57882,budget exhausted before full demand could be covered
HUB-02,MobiMart Gokul Road,F14,Vivo X210,1,0,1,57882,budget exhausted before full demand could be covered
MYS-01,MobiMart Devaraja Mohalla,F13,OnePlus 14,1,0,1,60399,budget exhausted before full demand could be covered
BEL-02,MobiMart Tilakwadi,B09,Realme C75x,1,0,1,12085,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,B10,Nokia 3210 4G,1,0,1,7060,budget exhausted before full demand could be covered
MAN-02,MobiMart Kottara,B10,Nokia 3210 4G,1,0,1,7060,budget exhausted before full demand could be covered
BLR-01,MobiMart Jayanagar,B11,Nokia 125 Power,1,0,1,7505,budget exhausted before full demand could be covered
MAN-01,MobiMart Court Road,B11,Nokia 125 Power,1,0,1,7505,budget exhausted before full demand could be covered
SHI-01,MobiMart Vidya Nagar,B03,Redmi A5,1,0,1,7401,budget exhausted before full demand could be covered
BLR-02,MobiMart Koramangala,M03,Realme 14 Pro,1,0,1,24373,budget exhausted before full demand could be covered
HUB-02,MobiMart Gokul Road,M09,Samsung Galaxy A36,1,0,1,28135,budget exhausted before full demand could be covered
HOS-01,MobiMart Hosur Road,M09,Samsung Galaxy A36,1,0,1,28135,budget exhausted before full demand could be covered
BLR-07,MobiMart Yelahanka,M10,OnePlus Nord 5,1,0,1,25610,budget exhausted before full demand could be covered
KAL-01,MobiMart KCD Road,M10,OnePlus Nord 5,1,0,1,25610,budget exhausted before full demand could be covered
BLR-06,MobiMart Rajajinagar,B12,Samsung Galaxy M06,1,0,1,9430,budget exhausted before full demand could be covered
BLR-05,MobiMart Malleshwaram,M04,OnePlus Nord CE5,1,0,1,21389,budget exhausted before full demand could be covered
TUM-01,MobiMart MG Road,M04,OnePlus Nord CE5,1,0,1,21389,budget exhausted before full demand could be covered
SHI-01,MobiMart Vidya Nagar,M04,OnePlus Nord CE5,1,0,1,21389,budget exhausted before full demand could be covered
KAL-01,MobiMart KCD Road,M04,OnePlus Nord CE5,1,0,1,21389,budget exhausted before full demand could be covered
BLR-07,MobiMart Yelahanka,B08,Samsung Galaxy F06,1,0,1,9684,budget exhausted before full demand could be covered
DAV-01,MobiMart PJ Extension,M06,Motorola Edge 60 Fusion,1,0,1,20129,budget exhausted before full demand could be covered
MAN-01,MobiMart Court Road,M06,Motorola Edge 60 Fusion,1,0,1,20129,budget exhausted before full demand could be covered
MYS-01,MobiMart Devaraja Mohalla,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
HUB-01,MobiMart Vidya Nagar,B06,Lava Blaze Core,1,0,1,8055,budget exhausted before full demand could be covered
KAL-01,MobiMart KCD Road,B11,Nokia 125 Power,1,0,1,7505,budget exhausted before full demand could be covered
BLR-07,MobiMart Yelahanka,M14,OnePlus Nord CE6,1,0,1,22726,budget exhausted before full demand could be covered
MYS-01,MobiMart Devaraja Mohalla,B04,Realme Note 60,1,0,1,8786,budget exhausted before full demand could be covered
MAN-02,MobiMart Kottara,M11,Samsung Galaxy A27,1,0,1,20687,budget exhausted before full demand could be covered
BLR-07,MobiMart Yelahanka,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
MYS-01,MobiMart Devaraja Mohalla,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
KOL-01,MobiMart Station Road,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
BLR-03,MobiMart Indiranagar,B10,Nokia 3210 4G,1,0,1,7060,budget exhausted before full demand could be covered
TUM-01,MobiMart MG Road,M17,POCO X8 Pro,1,0,1,25267,budget exhausted before full demand could be covered
BLR-04,MobiMart Whitefield,F09,OnePlus Open 2,1,0,1,97367,budget exhausted before full demand could be covered
TUM-01,MobiMart MG Road,F09,OnePlus Open 2,1,0,1,97367,budget exhausted before full demand could be covered
BLR-01,MobiMart Jayanagar,B08,Samsung Galaxy F06,1,0,1,9684,budget exhausted before full demand could be covered
BLR-03,MobiMart Indiranagar,B08,Samsung Galaxy F06,1,0,1,9684,budget exhausted before full demand could be covered
MYS-01,MobiMart Devaraja Mohalla,B08,Samsung Galaxy F06,1,0,1,9684,budget exhausted before full demand could be covered
MYS-02,MobiMart Kuvempunagar,B08,Samsung Galaxy F06,1,0,1,9684,budget exhausted before full demand could be covered
HUB-02,MobiMart Gokul Road,B11,Nokia 125 Power,1,0,1,7505,budget exhausted before full demand could be covered
BEL-02,MobiMart Tilakwadi,B11,Nokia 125 Power,1,0,1,7505,budget exhausted before full demand could be covered
BLR-07,MobiMart Yelahanka,F12,iPhone 17 Pro,1,0,1,98296,budget exhausted before full demand could be covered
BLR-08,MobiMart Electronic City,F12,iPhone 17 Pro,1,0,1,98296,budget exhausted before full demand could be covered
DAV-01,MobiMart PJ Extension,F12,iPhone 17 Pro,1,0,1,98296,budget exhausted before full demand could be covered
BLR-06,MobiMart Rajajinagar,B09,Realme C75x,1,0,1,12085,budget exhausted before full demand could be covered
HUB-02,MobiMart Gokul Road,B09,Realme C75x,1,0,1,12085,budget exhausted before full demand could be covered
BLR-01,MobiMart Jayanagar,M07,POCO X7 Pro,1,0,1,23908,budget exhausted before full demand could be covered
BLR-04,MobiMart Whitefield,M07,POCO X7 Pro,1,0,1,23908,budget exhausted before full demand could be covered
MAN-02,MobiMart Kottara,M07,POCO X7 Pro,1,0,1,23908,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,B04,Realme Note 60,1,0,1,8786,budget exhausted before full demand could be covered
MYS-01,MobiMart Devaraja Mohalla,M03,Realme 14 Pro,1,0,1,24373,budget exhausted before full demand could be covered
HUB-02,MobiMart Gokul Road,M03,Realme 14 Pro,1,0,1,24373,budget exhausted before full demand could be covered
DAV-01,MobiMart PJ Extension,B03,Redmi A5,1,0,1,7401,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,B03,Redmi A5,1,0,1,7401,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,B03,Redmi A5,1,0,1,7401,budget exhausted before full demand could be covered
KAL-01,MobiMart KCD Road,B03,Redmi A5,1,0,1,7401,budget exhausted before full demand could be covered
UDU-01,MobiMart Udupi Main Road,B03,Redmi A5,1,0,1,7401,budget exhausted before full demand could be covered
BLR-02,MobiMart Koramangala,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,B10,Nokia 3210 4G,1,0,1,7060,budget exhausted before full demand could be covered
BLR-04,MobiMart Whitefield,M01,Samsung Galaxy A26,1,0,1,20460,budget exhausted before full demand could be covered
KAL-01,MobiMart KCD Road,M01,Samsung Galaxy A26,1,0,1,20460,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,M09,Samsung Galaxy A36,1,0,1,28135,budget exhausted before full demand could be covered
DAV-01,MobiMart PJ Extension,M09,Samsung Galaxy A36,1,0,1,28135,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,M09,Samsung Galaxy A36,1,0,1,28135,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,F16,Xiaomi 16,1,0,1,54216,budget exhausted before full demand could be covered
BEL-02,MobiMart Tilakwadi,F16,Xiaomi 16,1,0,1,54216,budget exhausted before full demand could be covered
MYS-01,MobiMart Devaraja Mohalla,B05,Moto G15 Play,1,0,1,10127,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,B05,Moto G15 Play,1,0,1,10127,budget exhausted before full demand could be covered
KOL-01,MobiMart Station Road,M10,OnePlus Nord 5,1,0,1,25610,budget exhausted before full demand could be covered
BLR-05,MobiMart Malleshwaram,M06,Motorola Edge 60 Fusion,1,0,1,20129,budget exhausted before full demand could be covered
BLR-02,MobiMart Koramangala,B11,Nokia 125 Power,1,0,1,7505,budget exhausted before full demand could be covered
SHI-01,MobiMart Vidya Nagar,B11,Nokia 125 Power,1,0,1,7505,budget exhausted before full demand could be covered
BLR-05,MobiMart Malleshwaram,M08,Nothing Phone (3a),1,0,1,24519,budget exhausted before full demand could be covered
BLR-07,MobiMart Yelahanka,M08,Nothing Phone (3a),1,0,1,24519,budget exhausted before full demand could be covered
MYS-01,MobiMart Devaraja Mohalla,M08,Nothing Phone (3a),1,0,1,24519,budget exhausted before full demand could be covered
BLR-05,MobiMart Malleshwaram,F15,Pixel 10 Pro,1,0,1,92011,budget exhausted before full demand could be covered
BLR-02,MobiMart Koramangala,B12,Samsung Galaxy M06,1,0,1,9430,budget exhausted before full demand could be covered
BLR-03,MobiMart Indiranagar,B12,Samsung Galaxy M06,1,0,1,9430,budget exhausted before full demand could be covered
HUB-02,MobiMart Gokul Road,M04,OnePlus Nord CE5,1,0,1,21389,budget exhausted before full demand could be covered
BLR-08,MobiMart Electronic City,B08,Samsung Galaxy F06,1,0,1,9684,budget exhausted before full demand could be covered
KAL-01,MobiMart KCD Road,F08,Samsung Galaxy Z Flip7,1,0,1,78119,budget exhausted before full demand could be covered
MAN-02,MobiMart Kottara,B09,Realme C75x,1,0,1,12085,budget exhausted before full demand could be covered
HUB-01,MobiMart Vidya Nagar,F02,iPhone 16,1,0,1,66229,budget exhausted before full demand could be covered
BEL-02,MobiMart Tilakwadi,B20,Nokia 3310 Max,1,0,1,8492,budget exhausted before full demand could be covered
BLR-02,MobiMart Koramangala,B04,Realme Note 60,1,0,1,8786,budget exhausted before full demand could be covered
BLR-06,MobiMart Rajajinagar,B04,Realme Note 60,1,0,1,8786,budget exhausted before full demand could be covered
BLR-01,MobiMart Jayanagar,F07,iPhone 16 Pro,1,0,1,99781,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,M11,Samsung Galaxy A27,1,0,1,20687,budget exhausted before full demand could be covered
TUM-02,MobiMart SS Puram,F11,Samsung Galaxy S26,1,0,1,66735,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,F11,Samsung Galaxy S26,1,0,1,66735,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,F11,Samsung Galaxy S26,1,0,1,66735,budget exhausted before full demand could be covered
BLR-07,MobiMart Yelahanka,B12,Samsung Galaxy M06,1,0,1,9430,budget exhausted before full demand could be covered
BLR-06,MobiMart Rajajinagar,M07,POCO X7 Pro,1,0,1,23908,budget exhausted before full demand could be covered
MYS-01,MobiMart Devaraja Mohalla,M07,POCO X7 Pro,1,0,1,23908,budget exhausted before full demand could be covered
SHI-01,MobiMart Vidya Nagar,M07,POCO X7 Pro,1,0,1,23908,budget exhausted before full demand could be covered
BLR-08,MobiMart Electronic City,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
MAN-01,MobiMart Court Road,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
SHI-01,MobiMart Vidya Nagar,B08,Samsung Galaxy F06,1,0,1,9684,budget exhausted before full demand could be covered
UDU-01,MobiMart Udupi Main Road,B08,Samsung Galaxy F06,1,0,1,9684,budget exhausted before full demand could be covered
BLR-01,MobiMart Jayanagar,B10,Nokia 3210 4G,1,0,1,7060,budget exhausted before full demand could be covered
MYS-02,MobiMart Kuvempunagar,B10,Nokia 3210 4G,1,0,1,7060,budget exhausted before full demand could be covered
BLR-08,MobiMart Electronic City,M03,Realme 14 Pro,1,0,1,24373,budget exhausted before full demand could be covered
HUB-01,MobiMart Vidya Nagar,M03,Realme 14 Pro,1,0,1,24373,budget exhausted before full demand could be covered
BEL-02,MobiMart Tilakwadi,M03,Realme 14 Pro,1,0,1,24373,budget exhausted before full demand could be covered
MYS-02,MobiMart Kuvempunagar,M02,Redmi Note 14,1,0,1,16548,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,M02,Redmi Note 14,1,0,1,16548,budget exhausted before full demand could be covered
TUM-01,MobiMart MG Road,B04,Realme Note 60,1,0,1,8786,budget exhausted before full demand could be covered
MYS-01,MobiMart Devaraja Mohalla,B03,Redmi A5,1,0,1,7401,budget exhausted before full demand could be covered
DAV-01,MobiMart PJ Extension,B11,Nokia 125 Power,1,0,1,7505,budget exhausted before full demand could be covered
DAV-01,MobiMart PJ Extension,B02,Samsung Galaxy M05,1,0,1,8446,budget exhausted before full demand could be covered
BLR-03,MobiMart Indiranagar,M06,Motorola Edge 60 Fusion,1,0,1,20129,budget exhausted before full demand could be covered
DAV-01,MobiMart PJ Extension,F14,Vivo X210,1,0,1,57882,budget exhausted before full demand could be covered
BLR-04,MobiMart Whitefield,M08,Nothing Phone (3a),1,0,1,24519,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,M08,Nothing Phone (3a),1,0,1,24519,budget exhausted before full demand could be covered
HOS-01,MobiMart Hosur Road,M08,Nothing Phone (3a),1,0,1,24519,budget exhausted before full demand could be covered
MYS-02,MobiMart Kuvempunagar,F13,OnePlus 14,1,0,1,60399,budget exhausted before full demand could be covered
DAV-02,MobiMart MCC B Block,F13,OnePlus 14,1,0,1,60399,budget exhausted before full demand could be covered
SHI-01,MobiMart Vidya Nagar,F13,OnePlus 14,1,0,1,60399,budget exhausted before full demand could be covered
UDU-01,MobiMart Udupi Main Road,F13,OnePlus 14,1,0,1,60399,budget exhausted before full demand could be covered
BLR-01,MobiMart Jayanagar,M05,Vivo V50e,1,0,1,26834,budget exhausted before full demand could be covered
BLR-07,MobiMart Yelahanka,M05,Vivo V50e,1,0,1,26834,budget exhausted before full demand could be covered
BLR-08,MobiMart Electronic City,M05,Vivo V50e,1,0,1,26834,budget exhausted before full demand could be covered
MYS-02,MobiMart Kuvempunagar,M05,Vivo V50e,1,0,1,26834,budget exhausted before full demand could be covered
BLR-01,MobiMart Jayanagar,B07,POCO C75,1,0,1,11285,budget exhausted before full demand could be covered
BLR-02,MobiMart Koramangala,B13,Redmi A6,1,0,1,8504,budget exhausted before full demand could be covered
BLR-02,MobiMart Koramangala,M09,Samsung Galaxy A36,1,0,1,28135,budget exhausted before full demand could be covered
BLR-04,MobiMart Whitefield,M09,Samsung Galaxy A36,1,0,1,28135,budget exhausted before full demand could be covered
BEL-02,MobiMart Tilakwadi,M09,Samsung Galaxy A36,1,0,1,28135,budget exhausted before full demand could be covered
KOL-01,MobiMart Station Road,M09,Samsung Galaxy A36,1,0,1,28135,budget exhausted before full demand could be covered
MAN-02,MobiMart Kottara,B05,Moto G15 Play,1,0,1,10127,budget exhausted before full demand could be covered
KAL-01,MobiMart KCD Road,B05,Moto G15 Play,1,0,1,10127,budget exhausted before full demand could be covered
MAN-01,MobiMart Court Road,B20,Nokia 3310 Max,1,0,1,8492,budget exhausted before full demand could be covered
BEL-01,MobiMart Cantonment,M10,OnePlus Nord 5,1,0,1,25610,budget exhausted before full demand could be covered
SHI-01,MobiMart Vidya Nagar,M10,OnePlus Nord 5,1,0,1,25610,budget exhausted before full demand could be covered
UDU-01,MobiMart Udupi Main Road,B10,Nokia 3210 4G,1,0,1,7060,budget exhausted before full demand could be covered
BLR-01,MobiMart Jayanagar,B09,Realme C75x,1,0,1,12085,budget exhausted before full demand could be covered
MYS-01,MobiMart Devaraja Mohalla,B09,Realme C75x,1,0,1,12085,budget exhausted before full demand could be covered
