store_id,store_name,model_id,model_name,price_tier,selling_price,margin_pct,acquisition_cost,lifecycle_stage,expected_demand,requested_units,available_units,expected_revenue,priority_score,allocated_units,capital_tied_up,allocated_expected_revenue,cap_applied,reasoning
BLR-06,MobiMart Rajajinagar,F20,Vivo X210 Pro,flagship,79999,0.1946,64431,ramping,0.4508,1,1000,7017.9666743200005,0.10892220630317705,1,64431,15567.8054,False,"MobiMart Rajajinagar: 1 units of Vivo X210 Pro - expected demand 0.5/week, capital tied up Rs 64,431, expected gross profit Rs 15,568, ROI 0.24x"
KAL-01,MobiMart KCD Road,M15,Vivo V51e,mid,30999,0.1402,26653,declining,1.3357142857142856,2,1000,5805.094161428571,0.10890132745710748,2,53306,8692.1196,False,"MobiMart KCD Road: 2 units of Vivo V51e - expected demand 1.3/week, capital tied up Rs 53,306, expected gross profit Rs 8,692, ROI 0.16x"
BLR-03,MobiMart Indiranagar,M10,OnePlus Nord 5,mid,29999,0.1463,25610,near end-of-life,1.2675,2,1000,5562.872064750001,0.10860742024111678,2,51220,8777.707400000001,False,"MobiMart Indiranagar: 2 units of OnePlus Nord 5 - expected demand 1.3/week, capital tied up Rs 51,220, expected gross profit Rs 8,778, ROI 0.17x"
BLR-04,MobiMart Whitefield,F03,OnePlus 13,flagship,69999,0.2067,55530,near end-of-life,0.41600000000000004,1,1000,6019.0180128,0.10839218463533226,1,55530,14468.7933,False,"MobiMart Whitefield: 1 units of OnePlus 13 - expected demand 0.4/week, capital tied up Rs 55,530, expected gross profit Rs 14,469, ROI 0.26x"
MAN-01,MobiMart Court Road,M01,Samsung Galaxy A26,mid,22999,0.1104,20460,near end-of-life,0.8699999999999999,1,1000,2209.0079519999995,0.10796715307917885,1,20460,2539.0896,False,"MobiMart Court Road: 1 units of Samsung Galaxy A26 - expected demand 0.9/week, capital tied up Rs 20,460, expected gross profit Rs 2,539, ROI 0.12x"
BLR-05,MobiMart Malleshwaram,M09,Samsung Galaxy A36,mid,32999,0.1474,28135,near end-of-life,0.6240000000000001,1,1000,3035.1688224000004,0.10787875679402881,1,28135,4864.0526,False,"MobiMart Malleshwaram: 1 units of Samsung Galaxy A36 - expected demand 0.6/week, capital tied up Rs 28,135, expected gross profit Rs 4,864, ROI 0.17x"
BEL-02,MobiMart Tilakwadi,F17,iPhone 17 Pro Max,flagship,139900,0.2178,109430,ramping,0.3864,1,1000,11773.693008,0.10759109026775107,1,109430,30470.219999999998,False,"MobiMart Tilakwadi: 1 units of iPhone 17 Pro Max - expected demand 0.4/week, capital tied up Rs 109,430, expected gross profit Rs 30,470, ROI 0.28x"
HOS-01,MobiMart Hosur Road,M16,Motorola Edge 70 Fusion,mid,23999,0.1383,20680,declining,1.3357142857142856,2,1000,4433.318127857143,0.1071885427431611,2,41360,6638.1234,False,"MobiMart Hosur Road: 2 units of Motorola Edge 70 Fusion - expected demand 1.3/week, capital tied up Rs 41,360, expected gross profit Rs 6,638, ROI 0.16x"
BEL-01,MobiMart Cantonment,M17,POCO X8 Pro,mid,28999,0.1287,25267,peaking,1.45,2,1000,5411.6483849999995,0.10708925446234217,2,50534,7464.342600000001,False,"MobiMart Cantonment: 2 units of POCO X8 Pro - expected demand 1.4/week, capital tied up Rs 50,534, expected gross profit Rs 7,464, ROI 0.15x"
BEL-02,MobiMart Tilakwadi,F18,Samsung Galaxy Z Fold8,flagship,149999,0.2169,117464,ramping,0.3864,1,1000,12571.440189840001,0.10702377060069469,1,117464,32534.7831,False,"MobiMart Tilakwadi: 1 units of Samsung Galaxy Z Fold8 - expected demand 0.4/week, capital tied up Rs 117,464, expected gross profit Rs 32,535, ROI 0.28x"
BLR-03,MobiMart Indiranagar,M04,OnePlus Nord CE5,mid,24999,0.1444,21389,near end-of-life,1.2675,2,1000,4575.491973,0.10695899698443126,2,42778,7219.7112,False,"MobiMart Indiranagar: 2 units of OnePlus Nord CE5 - expected demand 1.3/week, capital tied up Rs 42,778, expected gross profit Rs 7,220, ROI 0.17x"
MYS-01,MobiMart Devaraja Mohalla,F20,Vivo X210 Pro,flagship,79999,0.1946,64431,ramping,0.4416,1,1000,6874.74286464,0.10669930413372446,1,64431,15567.8054,False,"MobiMart Devaraja Mohalla: 1 units of Vivo X210 Pro - expected demand 0.4/week, capital tied up Rs 64,431, expected gross profit Rs 15,568, ROI 0.24x"
BEL-02,MobiMart Tilakwadi,F19,OnePlus Open 3,flagship,124999,0.2152,98099,ramping,0.3864,1,1000,10394.076846720001,0.10595497249431698,1,98099,26899.7848,False,"MobiMart Tilakwadi: 1 units of OnePlus Open 3 - expected demand 0.4/week, capital tied up Rs 98,099, expected gross profit Rs 26,900, ROI 0.27x"
TUM-02,MobiMart SS Puram,M15,Vivo V51e,mid,30999,0.1402,26653,declining,0.6476190476190475,1,1000,2814.591108571428,0.1056012872311345,1,26653,4346.0598,False,"MobiMart SS Puram: 1 units of Vivo V51e - expected demand 0.6/week, capital tied up Rs 26,653, expected gross profit Rs 4,346, ROI 0.16x"
HOS-01,MobiMart Hosur Road,M15,Vivo V51e,mid,30999,0.1402,26653,declining,0.6476190476190475,1,1000,2814.591108571428,0.1056012872311345,1,26653,4346.0598,False,"MobiMart Hosur Road: 1 units of Vivo V51e - expected demand 0.6/week, capital tied up Rs 26,653, expected gross profit Rs 4,346, ROI 0.16x"
BLR-04,MobiMart Whitefield,M04,OnePlus Nord CE5,mid,24999,0.1444,21389,near end-of-life,1.248,2,1000,4505.0997888,0.10531347395390155,2,42778,7219.7112,False,"MobiMart Whitefield: 2 units of OnePlus Nord CE5 - expected demand 1.2/week, capital tied up Rs 42,778, expected gross profit Rs 7,220, ROI 0.17x"
SHI-01,MobiMart Vidya Nagar,M12,Redmi Note 15,mid,19999,0.1391,17217,declining,0.6476190476190475,1,1000,1801.5861066666664,0.10463995508315423,1,17217,2781.8609,False,"MobiMart Vidya Nagar: 1 units of Redmi Note 15 - expected demand 0.6/week, capital tied up Rs 17,217, expected gross profit Rs 2,782, ROI 0.16x"
MYS-02,MobiMart Kuvempunagar,F18,Samsung Galaxy Z Fold8,flagship,149999,0.2169,117464,ramping,0.3772,1,1000,12272.12018532,0.10447558558639243,1,117464,32534.7831,False,"MobiMart Kuvempunagar: 1 units of Samsung Galaxy Z Fold8 - expected demand 0.4/week, capital tied up Rs 117,464, expected gross profit Rs 32,535, ROI 0.28x"
BLR-08,MobiMart Electronic City,M01,Samsung Galaxy A26,mid,22999,0.1104,20460,near end-of-life,0.8400000000000001,1,1000,2132.8352640000003,0.10424414780058652,1,20460,2539.0896,False,"MobiMart Electronic City: 1 units of Samsung Galaxy A26 - expected demand 0.8/week, capital tied up Rs 20,460, expected gross profit Rs 2,539, ROI 0.12x"
BLR-02,MobiMart Koramangala,M20,OnePlus Nord 6,mid,31999,0.1186,28204,ramping,3.0946499999999997,4,1000,11744.448654509999,0.10410268627242589,4,112816,15180.3256,False,"MobiMart Koramangala: 4 units of OnePlus Nord 6 - expected demand 3.1/week, capital tied up Rs 112,816, expected gross profit Rs 15,180, ROI 0.13x"
KAL-01,MobiMart KCD Road,M16,Motorola Edge 70 Fusion,mid,23999,0.1383,20680,declining,1.295238095238095,2,1000,4298.975154285714,0.10394040508427742,2,41360,6638.1234,False,"MobiMart KCD Road: 2 units of Motorola Edge 70 Fusion - expected demand 1.3/week, capital tied up Rs 41,360, expected gross profit Rs 6,638, ROI 0.16x"
HUB-01,MobiMart Vidya Nagar,M10,OnePlus Nord 5,mid,29999,0.1463,25610,near end-of-life,0.6060000000000001,1,1000,2659.645342200001,0.10385182905896138,1,25610,4388.853700000001,False,"MobiMart Vidya Nagar: 1 units of OnePlus Nord 5 - expected demand 0.6/week, capital tied up Rs 25,610, expected gross profit Rs 4,389, ROI 0.17x"
DAV-02,MobiMart MCC B Block,M13,Realme 15 Pro,mid,28999,0.1139,25696,declining,0.8058000000000001,1,1000,2661.5461993800004,0.10357823005059155,1,25696,3302.9861,False,"MobiMart MCC B Block: 1 units of Realme 15 Pro - expected demand 0.8/week, capital tied up Rs 25,696, expected gross profit Rs 3,303, ROI 0.13x"
MYS-02,MobiMart Kuvempunagar,F19,OnePlus Open 3,flagship,124999,0.2152,98099,ramping,0.3772,1,1000,10146.598826559999,0.10343223505397607,1,98099,26899.7848,False,"MobiMart Kuvempunagar: 1 units of OnePlus Open 3 - expected demand 0.4/week, capital tied up Rs 98,099, expected gross profit Rs 26,900, ROI 0.27x"
SHI-01,MobiMart Vidya Nagar,M17,POCO X8 Pro,mid,28999,0.1287,25267,peaking,0.7,1,1000,2612.51991,0.10339652154984763,1,25267,3732.1713000000004,False,"MobiMart Vidya Nagar: 1 units of POCO X8 Pro - expected demand 0.7/week, capital tied up Rs 25,267, expected gross profit Rs 3,732, ROI 0.15x"
DAV-01,MobiMart PJ Extension,F20,Vivo X210 Pro,flagship,79999,0.1946,64431,ramping,0.4278,1,1000,6659.907150120001,0.10336495087954557,1,64431,15567.8054,False,"MobiMart PJ Extension: 1 units of Vivo X210 Pro - expected demand 0.4/week, capital tied up Rs 64,431, expected gross profit Rs 15,568, ROI 0.24x"
BLR-01,MobiMart Jayanagar,F03,OnePlus 13,flagship,69999,0.2067,55530,near end-of-life,0.3965,1,1000,5736.87654345,0.10331130098055105,1,55530,14468.7933,False,"MobiMart Jayanagar: 1 units of OnePlus 13 - expected demand 0.4/week, capital tied up Rs 55,530, expected gross profit Rs 14,469, ROI 0.26x"
KAL-01,MobiMart KCD Road,F18,Samsung Galaxy Z Fold8,flagship,149999,0.2169,117464,ramping,0.37260000000000004,1,1000,12122.460183060002,0.10320149307924131,1,117464,32534.7831,False,"MobiMart KCD Road: 1 units of Samsung Galaxy Z Fold8 - expected demand 0.4/week, capital tied up Rs 117,464, expected gross profit Rs 32,535, ROI 0.28x"
MAN-01,MobiMart Court Road,F13,OnePlus 14,flagship,72999,0.1726,60399,declining,0.49299999999999994,1,1000,6211.616308199999,0.1028430323051706,1,60399,12599.6274,False,"MobiMart Court Road: 1 units of OnePlus 14 - expected demand 0.5/week, capital tied up Rs 60,399, expected gross profit Rs 12,600, ROI 0.21x"
MAN-01,MobiMart Court Road,M05,Vivo V50e,mid,29999,0.1055,26834,near end-of-life,0.8699999999999999,1,1000,2753.4582149999997,0.102610800290676,1,26834,3164.8945,False,"MobiMart Court Road: 1 units of Vivo V50e - expected demand 0.9/week, capital tied up Rs 26,834, expected gross profit Rs 3,165, ROI 0.12x"
KAL-01,MobiMart KCD Road,F19,OnePlus Open 3,flagship,124999,0.2152,98099,ramping,0.37260000000000004,1,1000,10022.85981648,0.10217086633380565,1,98099,26899.7848,False,"MobiMart KCD Road: 1 units of OnePlus Open 3 - expected demand 0.4/week, capital tied up Rs 98,099, expected gross profit Rs 26,900, ROI 0.27x"
BLR-04,MobiMart Whitefield,M14,OnePlus Nord CE6,mid,25999,0.1259,22726,declining,1.4166666666666667,2,1000,4637.138308333334,0.10202275605767258,2,45452,6546.5482,False,"MobiMart Whitefield: 2 units of OnePlus Nord CE6 - expected demand 1.4/week, capital tied up Rs 45,452, expected gross profit Rs 6,547, ROI 0.14x"
TUM-01,MobiMart MG Road,M14,OnePlus Nord CE6,mid,25999,0.1259,22726,declining,1.4166666666666667,2,1000,4637.138308333334,0.10202275605767258,2,45452,6546.5482,False,"MobiMart MG Road: 2 units of OnePlus Nord CE6 - expected demand 1.4/week, capital tied up Rs 45,452, expected gross profit Rs 6,547, ROI 0.14x"
MAN-01,MobiMart Court Road,M14,OnePlus Nord CE6,mid,25999,0.1259,22726,declining,1.4166666666666667,2,1000,4637.138308333334,0.10202275605767258,2,45452,6546.5482,False,"MobiMart Court Road: 2 units of OnePlus Nord CE6 - expected demand 1.4/week, capital tied up Rs 45,452, expected gross profit Rs 6,547, ROI 0.14x"
BLR-01,MobiMart Jayanagar,M10,OnePlus Nord 5,mid,29999,0.1463,25610,near end-of-life,1.1895,2,1000,5220.541476150001,0.10192388668781727,2,51220,8777.707400000001,False,"MobiMart Jayanagar: 2 units of OnePlus Nord 5 - expected demand 1.2/week, capital tied up Rs 51,220, expected gross profit Rs 8,778, ROI 0.17x"
BLR-02,MobiMart Koramangala,F04,Vivo X200,flagship,65999,0.1846,53816,near end-of-life,0.44849999999999995,1,1000,5464.261806899999,0.10153600800691243,1,53816,12183.4154,False,"MobiMart Koramangala: 1 units of Vivo X200 - expected demand 0.4/week, capital tied up Rs 53,816, expected gross profit Rs 12,183, ROI 0.23x"
BLR-07,MobiMart Yelahanka,F20,Vivo X210 Pro,flagship,79999,0.1946,64431,ramping,0.4186,1,1000,6516.68334044,0.10114204871009297,1,64431,15567.8054,False,"MobiMart Yelahanka: 1 units of Vivo X210 Pro - expected demand 0.4/week, capital tied up Rs 64,431, expected gross profit Rs 15,568, ROI 0.24x"
BLR-06,MobiMart Rajajinagar,M17,POCO X8 Pro,mid,28999,0.1287,25267,peaking,2.05,3,1000,7650.951165,0.10093469960818459,3,75801,11196.5139,False,"MobiMart Rajajinagar: 3 units of POCO X8 Pro - expected demand 2.0/week, capital tied up Rs 75,801, expected gross profit Rs 11,197, ROI 0.15x"
BLR-02,MobiMart Koramangala,F06,Xiaomi 15,flagship,64999,0.1837,53059,near end-of-life,0.44849999999999995,1,1000,5355.2318605499995,0.10092975481162479,1,53059,11940.3163,False,"MobiMart Koramangala: 1 units of Xiaomi 15 - expected demand 0.4/week, capital tied up Rs 53,059, expected gross profit Rs 11,940, ROI 0.23x"
DAV-02,MobiMart MCC B Block,F18,Samsung Galaxy Z Fold8,flagship,149999,0.2169,117464,ramping,0.36340000000000006,1,1000,11823.140178540001,0.10065330806493905,1,117464,32534.7831,False,"MobiMart MCC B Block: 1 units of Samsung Galaxy Z Fold8 - expected demand 0.4/week, capital tied up Rs 117,464, expected gross profit Rs 32,535, ROI 0.28x"
BLR-01,MobiMart Jayanagar,M04,OnePlus Nord CE5,mid,24999,0.1444,21389,near end-of-life,1.1895,2,1000,4293.9232362,0.1003769048623124,2,42778,7219.7112,False,"MobiMart Jayanagar: 2 units of OnePlus Nord CE5 - expected demand 1.2/week, capital tied up Rs 42,778, expected gross profit Rs 7,220, ROI 0.17x"
TUM-02,MobiMart SS Puram,M18,Nothing Phone (4a),mid,29999,0.1426,25721,ramping,1.2047619047619047,2,1000,5153.799629523809,0.10018661073682611,2,51442,8555.7148,False,"MobiMart SS Puram: 2 units of Nothing Phone (4a) - expected demand 1.2/week, capital tied up Rs 51,442, expected gross profit Rs 8,556, ROI 0.17x"
BLR-01,MobiMart Jayanagar,M18,Nothing Phone (4a),mid,29999,0.1426,25721,ramping,0.6023809523809524,1,1000,2576.8998147619045,0.10018661073682611,1,25721,4277.8574,False,"MobiMart Jayanagar: 1 units of Nothing Phone (4a) - expected demand 0.6/week, capital tied up Rs 25,721, expected gross profit Rs 4,278, ROI 0.17x"
BLR-08,MobiMart Electronic City,M19,Samsung Galaxy A37,mid,33999,0.1426,29151,ramping,1.2047619047619047,2,1000,5840.99582,0.10018517066309904,2,58302,9696.5148,False,"MobiMart Electronic City: 2 units of Samsung Galaxy A37 - expected demand 1.2/week, capital tied up Rs 58,302, expected gross profit Rs 9,697, ROI 0.17x"
BLR-01,MobiMart Jayanagar,M19,Samsung Galaxy A37,mid,33999,0.1426,29151,ramping,0.6023809523809524,1,1000,2920.49791,0.10018517066309904,1,29151,4848.2574,False,"MobiMart Jayanagar: 1 units of Samsung Galaxy A37 - expected demand 0.6/week, capital tied up Rs 29,151, expected gross profit Rs 4,848, ROI 0.17x"
BLR-05,MobiMart Malleshwaram,M19,Samsung Galaxy A37,mid,33999,0.1426,29151,ramping,0.6023809523809524,1,1000,2920.49791,0.10018517066309904,1,29151,4848.2574,False,"MobiMart Malleshwaram: 1 units of Samsung Galaxy A37 - expected demand 0.6/week, capital tied up Rs 29,151, expected gross profit Rs 4,848, ROI 0.17x"
HUB-01,MobiMart Vidya Nagar,M19,Samsung Galaxy A37,mid,33999,0.1426,29151,ramping,0.6023809523809524,1,1000,2920.49791,0.10018517066309904,1,29151,4848.2574,False,"MobiMart Vidya Nagar: 1 units of Samsung Galaxy A37 - expected demand 0.6/week, capital tied up Rs 29,151, expected gross profit Rs 4,848, ROI 0.17x"
TUM-02,MobiMart SS Puram,M19,Samsung Galaxy A37,mid,33999,0.1426,29151,ramping,0.6023809523809524,1,1000,2920.49791,0.10018517066309904,1,29151,4848.2574,False,"MobiMart SS Puram: 1 units of Samsung Galaxy A37 - expected demand 0.6/week, capital tied up Rs 29,151, expected gross profit Rs 4,848, ROI 0.17x"
DAV-02,MobiMart MCC B Block,M19,Samsung Galaxy A37,mid,33999,0.1426,29151,ramping,0.6023809523809524,1,1000,2920.49791,0.10018517066309904,1,29151,4848.2574,False,"MobiMart MCC B Block: 1 units of Samsung Galaxy A37 - expected demand 0.6/week, capital tied up Rs 29,151, expected gross profit Rs 4,848, ROI 0.17x"
BEL-01,MobiMart Cantonment,M19,Samsung Galaxy A37,mid,33999,0.1426,29151,ramping,0.6023809523809524,1,1000,2920.49791,0.10018517066309904,1,29151,4848.2574,False,"MobiMart Cantonment: 1 units of Samsung Galaxy A37 - expected demand 0.6/week, capital tied up Rs 29,151, expected gross profit Rs 4,848, ROI 0.17x"
SHI-01,MobiMart Vidya Nagar,M19,Samsung Galaxy A37,mid,33999,0.1426,29151,ramping,0.6023809523809524,1,1000,2920.49791,0.10018517066309904,1,29151,4848.2574,False,"MobiMart Vidya Nagar: 1 units of Samsung Galaxy A37 - expected demand 0.6/week, capital tied up Rs 29,151, expected gross profit Rs 4,848, ROI 0.17x"
UDU-01,MobiMart Udupi Main Road,F20,Vivo X210 Pro,flagship,79999,0.1946,64431,ramping,0.41400000000000003,1,1000,6445.071435600001,0.10003059762536669,1,64431,15567.8054,False,"MobiMart Udupi Main Road: 1 units of Vivo X210 Pro - expected demand 0.4/week, capital tied up Rs 64,431, expected gross profit Rs 15,568, ROI 0.24x"
BLR-02,MobiMart Koramangala,F01,Samsung Galaxy S25,flagship,74999,0.182,61349,near end-of-life,0.44849999999999995,1,1000,6121.943372999999,0.09978880459339189,1,61349,13649.818,False,"MobiMart Koramangala: 1 units of Samsung Galaxy S25 - expected demand 0.4/week, capital tied up Rs 61,349, expected gross profit Rs 13,650, ROI 0.22x"
UDU-01,MobiMart Udupi Main Road,M17,POCO X8 Pro,mid,28999,0.1287,25267,peaking,1.35,2,1000,5038.431255,0.09970378863735307,2,50534,7464.342600000001,False,"MobiMart Udupi Main Road: 2 units of POCO X8 Pro - expected demand 1.4/week, capital tied up Rs 50,534, expected gross profit Rs 7,464, ROI 0.15x"
KOL-01,MobiMart Station Road,M17,POCO X8 Pro,mid,28999,0.1287,25267,peaking,1.35,2,1000,5038.431255,0.09970378863735307,2,50534,7464.342600000001,False,"MobiMart Station Road: 2 units of POCO X8 Pro - expected demand 1.4/week, capital tied up Rs 50,534, expected gross profit Rs 7,464, ROI 0.15x"
DAV-02,MobiMart MCC B Block,F19,OnePlus Open 3,flagship,124999,0.2152,98099,ramping,0.36340000000000006,1,1000,9775.381796320002,0.09964812889346478,1,98099,26899.7848,False,"MobiMart MCC B Block: 1 units of OnePlus Open 3 - expected demand 0.4/week, capital tied up Rs 98,099, expected gross profit Rs 26,900, ROI 0.27x"
BLR-02,MobiMart Koramangala,M02,Redmi Note 14,mid,18999,0.129,16548,near end-of-life,1.3455,2,1000,3297.6469304999996,0.09963883643038432,2,33096,4901.742,False,"MobiMart Koramangala: 2 units of Redmi Note 14 - expected demand 1.3/week, capital tied up Rs 33,096, expected gross profit Rs 4,902, ROI 0.15x"
BLR-03,MobiMart Indiranagar,F11,Samsung Galaxy S26,flagship,79999,0.1658,66735,near end-of-life,0.5,1,1000,6631.9171,0.099376895182438,1,66735,13263.8342,False,"MobiMart Indiranagar: 1 units of Samsung Galaxy S26 - expected demand 0.5/week, capital tied up Rs 66,735, expected gross profit Rs 13,264, ROI 0.20x"
DAV-02,MobiMart MCC B Block,M14,OnePlus Nord CE6,mid,25999,0.1259,22726,declining,0.6880952380952381,1,1000,2252.3243211904764,0.0991078201703105,1,22726,3273.2741,False,"MobiMart MCC B Block: 1 units of OnePlus Nord CE6 - expected demand 0.7/week, capital tied up Rs 22,726, expected gross profit Rs 3,273, ROI 0.14x"
KAL-01,MobiMart KCD Road,M14,OnePlus Nord CE6,mid,25999,0.1259,22726,declining,0.6880952380952381,1,1000,2252.3243211904764,0.0991078201703105,1,22726,3273.2741,False,"MobiMart KCD Road: 1 units of OnePlus Nord CE6 - expected demand 0.7/week, capital tied up Rs 22,726, expected gross profit Rs 3,273, ROI 0.14x"
BLR-02,MobiMart Koramangala,M11,Samsung Galaxy A27,mid,23999,0.138,20687,near end-of-life,0.6190476190476191,1,1000,2050.2002857142857,0.09910573237851238,1,20687,3311.862,False,"MobiMart Koramangala: 1 units of Samsung Galaxy A27 - expected demand 0.6/week, capital tied up Rs 20,687, expected gross profit Rs 3,312, ROI 0.16x"
TUM-01,MobiMart MG Road,M15,Vivo V51e,mid,30999,0.1402,26653,declining,1.2142857142857142,2,1000,5277.358328571428,0.0990012067791886,2,53306,8692.1196,False,"MobiMart MG Road: 2 units of Vivo V51e - expected demand 1.2/week, capital tied up Rs 53,306, expected gross profit Rs 8,692, ROI 0.16x"
MAN-02,MobiMart Kottara,F20,Vivo X210 Pro,flagship,79999,0.1946,64431,ramping,0.4094,1,1000,6373.459530759999,0.09891914654064037,1,64431,15567.8054,False,"MobiMart Kottara: 1 units of Vivo X210 Pro - expected demand 0.4/week, capital tied up Rs 64,431, expected gross profit Rs 15,568, ROI 0.24x"
BLR-08,MobiMart Electronic City,M13,Realme 15 Pro,mid,28999,0.1139,25696,declining,1.538095238095238,2,1000,5080.307191904762,0.09885404716502104,2,51392,6605.9722,False,"MobiMart Electronic City: 2 units of Realme 15 Pro - expected demand 1.5/week, capital tied up Rs 51,392, expected gross profit Rs 6,606, ROI 0.13x"
HUB-02,MobiMart Gokul Road,M13,Realme 15 Pro,mid,28999,0.1139,25696,declining,1.538095238095238,2,1000,5080.307191904762,0.09885404716502104,2,51392,6605.9722,False,"MobiMart Gokul Road: 2 units of Realme 15 Pro - expected demand 1.5/week, capital tied up Rs 51,392, expected gross profit Rs 6,606, ROI 0.13x"
MAN-01,MobiMart Court Road,F12,iPhone 17 Pro,flagship,124900,0.213,98296,declining,0.36428571428571427,1,1000,9691.347857142857,0.09859351201618435,1,98296,26603.7,False,"MobiMart Court Road: 1 units of iPhone 17 Pro - expected demand 0.4/week, capital tied up Rs 98,296, expected gross profit Rs 26,604, ROI 0.27x"
MYS-01,MobiMart Devaraja Mohalla,M12,Redmi Note 15,mid,19999,0.1391,17217,declining,0.6071428571428571,1,1000,1688.9869749999998,0.0980999578904571,1,17217,2781.8609,False,"MobiMart Devaraja Mohalla: 1 units of Redmi Note 15 - expected demand 0.6/week, capital tied up Rs 17,217, expected gross profit Rs 2,782, ROI 0.16x"
HUB-02,MobiMart Gokul Road,F20,Vivo X210 Pro,flagship,79999,0.1946,64431,ramping,0.4048,1,1000,6301.84762592,0.09780769545591407,1,64431,15567.8054,False,"MobiMart Gokul Road: 1 units of Vivo X210 Pro - expected demand 0.4/week, capital tied up Rs 64,431, expected gross profit Rs 15,568, ROI 0.24x"
BEL-02,MobiMart Tilakwadi,M16,Motorola Edge 70 Fusion,mid,23999,0.1383,20680,declining,1.2142857142857142,2,1000,4030.289207142857,0.09744412976651008,2,41360,6638.1234,False,"MobiMart Tilakwadi: 2 units of Motorola Edge 70 Fusion - expected demand 1.2/week, capital tied up Rs 41,360, expected gross profit Rs 6,638, ROI 0.16x"
HOS-01,MobiMart Hosur Road,F17,iPhone 17 Pro Max,flagship,139900,0.2178,109430,ramping,0.3496,1,1000,10652.388912,0.0973443197660605,1,109430,30470.219999999998,False,"MobiMart Hosur Road: 1 units of iPhone 17 Pro Max - expected demand 0.3/week, capital tied up Rs 109,430, expected gross profit Rs 30,470, ROI 0.28x"
MYS-01,MobiMart Devaraja Mohalla,M04,OnePlus Nord CE5,mid,24999,0.1444,21389,near end-of-life,0.576,1,1000,2079.2768256,0.0972124374959091,1,21389,3609.8556,False,"MobiMart Devaraja Mohalla: 1 units of OnePlus Nord CE5 - expected demand 0.6/week, capital tied up Rs 21,389, expected gross profit Rs 3,610, ROI 0.17x"
SHI-01,MobiMart Vidya Nagar,F20,Vivo X210 Pro,flagship,79999,0.1946,64431,ramping,0.4002,1,1000,6230.23572108,0.09669624437118779,1,64431,15567.8054,False,"MobiMart Vidya Nagar: 1 units of Vivo X210 Pro - expected demand 0.4/week, capital tied up Rs 64,431, expected gross profit Rs 15,568, ROI 0.24x"
BLR-05,MobiMart Malleshwaram,M20,OnePlus Nord 6,mid,31999,0.1186,28204,ramping,1.4352000000000003,2,1000,5446.700825280001,0.09655901335413418,2,56408,7590.1628,False,"MobiMart Malleshwaram: 2 units of OnePlus Nord 6 - expected demand 1.4/week, capital tied up Rs 56,408, expected gross profit Rs 7,590, ROI 0.13x"
HOS-01,MobiMart Hosur Road,F19,OnePlus Open 3,flagship,124999,0.2152,98099,ramping,0.3496,1,1000,9404.16476608,0.09586402273295345,1,98099,26899.7848,False,"MobiMart Hosur Road: 1 units of OnePlus Open 3 - expected demand 0.3/week, capital tied up Rs 98,099, expected gross profit Rs 26,900, ROI 0.27x"
BLR-05,MobiMart Malleshwaram,F12,iPhone 17 Pro,flagship,124900,0.213,98296,declining,0.3536,1,1000,9407.06832,0.09570143566370962,1,98296,26603.7,False,"MobiMart Malleshwaram: 1 units of iPhone 17 Pro - expected demand 0.4/week, capital tied up Rs 98,296, expected gross profit Rs 26,604, ROI 0.27x"
BLR-03,MobiMart Indiranagar,F04,Vivo X200,flagship,65999,0.1846,53816,near end-of-life,0.42250000000000004,1,1000,5147.4930065,0.09564986261520737,1,53816,12183.4154,False,"MobiMart Indiranagar: 1 units of Vivo X200 - expected demand 0.4/week, capital tied up Rs 53,816, expected gross profit Rs 12,183, ROI 0.23x"
SHI-01,MobiMart Vidya Nagar,M18,Nothing Phone (4a),mid,29999,0.1426,25721,ramping,1.15,2,1000,4919.53601,0.0956326738851522,2,51442,8555.7148,False,"MobiMart Vidya Nagar: 2 units of Nothing Phone (4a) - expected demand 1.1/week, capital tied up Rs 51,442, expected gross profit Rs 8,556, ROI 0.17x"
TUM-01,MobiMart MG Road,F20,Vivo X210 Pro,flagship,79999,0.1946,64431,ramping,0.3956,1,1000,6158.6238162399995,0.09558479328646148,1,64431,15567.8054,False,"MobiMart MG Road: 1 units of Vivo X210 Pro - expected demand 0.4/week, capital tied up Rs 64,431, expected gross profit Rs 15,568, ROI 0.24x"
BLR-08,MobiMart Electronic City,M12,Redmi Note 15,mid,19999,0.1391,17217,declining,1.1738095238095239,2,1000,3265.374818333333,0.09482995929410853,2,34434,5563.7218,False,"MobiMart Electronic City: 2 units of Redmi Note 15 - expected demand 1.2/week, capital tied up Rs 34,434, expected gross profit Rs 5,564, ROI 0.16x"
TUM-02,MobiMart SS Puram,F17,iPhone 17 Pro Max,flagship,139900,0.2178,109430,ramping,0.3404,1,1000,10372.062888,0.09478262714063786,1,109430,30470.219999999998,False,"MobiMart SS Puram: 1 units of iPhone 17 Pro Max - expected demand 0.3/week, capital tied up Rs 109,430, expected gross profit Rs 30,470, ROI 0.28x"
TUM-02,MobiMart SS Puram,F18,Samsung Galaxy Z Fold8,flagship,149999,0.2169,117464,ramping,0.3404,1,1000,11074.84016724,0.09428284552918341,1,117464,32534.7831,False,"MobiMart SS Puram: 1 units of Samsung Galaxy Z Fold8 - expected demand 0.3/week, capital tied up Rs 117,464, expected gross profit Rs 32,535, ROI 0.28x"
